"","x"
"1975","ENSG00000113327"
"1976","ENSG00000100652"
"1977","ENSG00000225101"
"1978","ENSG00000141194"
"1979","ENSG00000262156"
"1980","ENSG00000121964"
"1981","ENSG00000211879"
"1982","ENSG00000113296"
"1983","ENSG00000204779"
"1984","ENSG00000197016"
"1985","ENSG00000212807"
"1986","ENSG00000176887"
"1987","ENSG00000224083"
"1988","ENSG00000102145"
"1989","ENSG00000244476"
"1990","ENSG00000213759"
"1991","ENSG00000229089"
"1992","ENSG00000278119"
"1993","ENSG00000170382"
"1994","ENSG00000232815"
"1995","ENSG00000177688"
"1996","ENSG00000140459"
"1997","ENSG00000125900"
"1998","ENSG00000204681"
"1999","ENSG00000148288"
"2000","ENSG00000169181"
"2001","ENSG00000092929"
"2002","ENSG00000124092"
"2003","ENSG00000172548"
"2004","ENSG00000171435"
"2005","ENSG00000156475"
"2006","ENSG00000213003"
"2007","ENSG00000180083"
"2008","ENSG00000263006"
"2009","ENSG00000237440"
"2010","ENSG00000051523"
"2011","ENSG00000221970"
"2012","ENSG00000104313"
"2013","ENSG00000145491"
"2014","ENSG00000197372"
"2015","ENSG00000166091"
"2016","ENSG00000138621"
"2017","ENSG00000115604"
"2018","ENSG00000174038"
"2019","ENSG00000274935"
"2020","ENSG00000070540"
"2021","ENSG00000082684"
"2022","ENSG00000256812"
"2023","ENSG00000138675"
"2024","ENSG00000213891"
"2025","ENSG00000101448"
"2026","ENSG00000111058"
"2027","ENSG00000112367"
"2028","ENSG00000197106"
"2029","ENSG00000133026"
"2030","ENSG00000167850"
"2031","ENSG00000213420"
"2032","ENSG00000196358"
"2033","ENSG00000238241"
"2034","ENSG00000225190"
"2035","ENSG00000276358"
"2036","ENSG00000224003"
"2037","ENSG00000158859"
"2038","ENSG00000167037"
"2039","ENSG00000206557"
"2040","ENSG00000169991"
"2041","ENSG00000228599"
"2042","ENSG00000189350"
"2043","ENSG00000211695"
"2044","ENSG00000145220"
"2045","ENSG00000081479"
"2046","ENSG00000162490"
"2047","ENSG00000231123"
"2048","ENSG00000126856"
"2049","ENSG00000154764"
"2050","ENSG00000151834"
"2051","ENSG00000179542"
"2052","ENSG00000186523"
"2053","ENSG00000256188"
"2054","ENSG00000262111"
"2055","ENSG00000169057"
"2056","ENSG00000134548"
"2057","ENSG00000126264"
"2058","ENSG00000283760"
"2059","ENSG00000168071"
"2060","ENSG00000164707"
"2061","ENSG00000205649"
"2062","ENSG00000282967"
"2063","ENSG00000123473"
"2064","ENSG00000166435"
"2065","ENSG00000211877"
"2066","ENSG00000173285"
"2067","ENSG00000164659"
"2068","ENSG00000228960"
"2069","ENSG00000274513"
"2070","ENSG00000277778"
"2071","ENSG00000251135"
"2072","ENSG00000272150"
"2073","ENSG00000237353"
"2074","ENSG00000174325"
"2075","ENSG00000140093"
"2076","ENSG00000104237"
"2077","ENSG00000158805"
"2078","ENSG00000105889"
"2079","ENSG00000169877"
"2080","ENSG00000285476"
"2081","ENSG00000239839"
"2082","ENSG00000233388"
"2083","ENSG00000187889"
"2084","ENSG00000070718"
"2085","ENSG00000238243"
"2086","ENSG00000236490"
"2087","ENSG00000251158"
"2088","ENSG00000139970"
"2089","ENSG00000112137"
"2090","ENSG00000282833"
"2091","ENSG00000157350"
"2092","ENSG00000274549"
"2093","ENSG00000058091"
"2094","ENSG00000236946"
"2095","ENSG00000135622"
"2096","ENSG00000240531"
"2097","ENSG00000176046"
"2098","ENSG00000278362"
"2099","ENSG00000185008"
"2100","ENSG00000184949"
"2101","ENSG00000181007"
"2102","ENSG00000231205"
"2103","ENSG00000171467"
"2104","ENSG00000251682"
"2105","ENSG00000198695"
"2106","ENSG00000013810"
"2107","ENSG00000148604"
"2108","ENSG00000220323"
"2109","ENSG00000249691"
"2110","ENSG00000133665"
"2111","ENSG00000077150"
"2112","ENSG00000280243"
"2113","ENSG00000254737"
"2114","ENSG00000255398"
"2115","ENSG00000113763"
"2116","ENSG00000163214"
"2117","ENSG00000262633"
"2118","ENSG00000089327"
"2119","ENSG00000198336"
"2120","ENSG00000156239"
"2121","ENSG00000272602"
"2122","ENSG00000077984"
"2123","ENSG00000276231"
"2124","ENSG00000250769"
"2125","ENSG00000118113"
"2126","ENSG00000176495"
"2127","ENSG00000275621"
"2128","ENSG00000217527"
"2129","ENSG00000188171"
"2130","ENSG00000120210"
"2131","ENSG00000138798"
"2132","ENSG00000253981"
"2133","ENSG00000285027"
"2134","ENSG00000156313"
"2135","ENSG00000271601"
"2136","ENSG00000234836"
"2137","ENSG00000124813"
"2138","ENSG00000156136"
"2139","ENSG00000161911"
"2140","ENSG00000120051"
"2141","ENSG00000135299"
"2142","ENSG00000167286"
"2143","ENSG00000213090"
"2144","ENSG00000264663"
"2145","ENSG00000271605"
"2146","ENSG00000225014"
"2147","ENSG00000143355"
"2148","ENSG00000283589"
"2149","ENSG00000185420"
"2150","ENSG00000118495"
"2151","ENSG00000164796"
"2152","ENSG00000178404"
"2153","ENSG00000142449"
"2154","ENSG00000152784"
"2155","ENSG00000104043"
"2156","ENSG00000005381"
"2157","ENSG00000218809"
"2158","ENSG00000171189"
"2159","ENSG00000211870"
"2160","ENSG00000198216"
"2161","ENSG00000284267"
"2162","ENSG00000134827"
"2163","ENSG00000237704"
"2164","ENSG00000188322"
"2165","ENSG00000271461"
"2166","ENSG00000168594"
"2167","ENSG00000240925"
"2168","ENSG00000118976"
"2169","ENSG00000189362"
"2170","ENSG00000149124"
"2171","ENSG00000228663"
"2172","ENSG00000175054"
"2173","ENSG00000172543"
"2174","ENSG00000168944"
"2175","ENSG00000235944"
"2176","ENSG00000170089"
"2177","ENSG00000228405"
"2178","ENSG00000150394"
"2179","ENSG00000211876"
"2180","ENSG00000177494"
"2181","ENSG00000116793"
"2182","ENSG00000237599"
"2183","ENSG00000265298"
"2184","ENSG00000182256"
"2185","ENSG00000214776"
"2186","ENSG00000007129"
"2187","ENSG00000067840"
"2188","ENSG00000260861"
"2189","ENSG00000243508"
"2190","ENSG00000250869"
"2191","ENSG00000281487"
"2192","ENSG00000186526"
"2193","ENSG00000249244"
"2194","ENSG00000120910"
"2195","ENSG00000125462"
"2196","ENSG00000250130"
"2197","ENSG00000212993"
"2198","ENSG00000170627"
"2199","ENSG00000092067"
"2200","ENSG00000276725"
"2201","ENSG00000002919"
"2202","ENSG00000206428"
"2203","ENSG00000235588"
"2204","ENSG00000237727"
"2205","ENSG00000204020"
"2206","ENSG00000160211"
"2207","ENSG00000126822"
"2208","ENSG00000180138"
"2209","ENSG00000275949"
"2210","ENSG00000124721"
"2211","ENSG00000234062"
"2212","ENSG00000276053"
"2213","ENSG00000172000"
"2214","ENSG00000224309"
"2215","ENSG00000172671"
"2216","ENSG00000197978"
"2217","ENSG00000259079"
"2218","ENSG00000241170"
"2219","ENSG00000176571"
"2220","ENSG00000188269"
"2221","ENSG00000131042"
"2222","ENSG00000284597"
"2223","ENSG00000198785"
"2224","ENSG00000184178"
"2225","ENSG00000161642"
"2226","ENSG00000183281"
"2227","ENSG00000224852"
"2228","ENSG00000224383"
"2229","ENSG00000224442"
"2230","ENSG00000160326"
"2231","ENSG00000281165"
"2232","ENSG00000204472"
"2233","ENSG00000139915"
"2234","ENSG00000211858"
"2235","ENSG00000172461"
"2236","ENSG00000084453"
"2237","ENSG00000233902"
"2238","ENSG00000284956"
"2239","ENSG00000276032"
"2240","ENSG00000148734"
"2241","ENSG00000229899"
"2242","ENSG00000271454"
"2243","ENSG00000205212"
"2244","ENSG00000158050"
"2245","ENSG00000233139"
"2246","ENSG00000169224"
"2247","ENSG00000173349"
"2248","ENSG00000156395"
"2249","ENSG00000138101"
"2250","ENSG00000111249"
"2251","ENSG00000282100"
"2252","ENSG00000187905"
"2253","ENSG00000101457"
"2254","ENSG00000197816"
"2255","ENSG00000096006"
"2256","ENSG00000229920"
"2257","ENSG00000112493"
"2258","ENSG00000167173"
"2259","ENSG00000103047"
"2260","ENSG00000141505"
"2261","ENSG00000091972"
"2262","ENSG00000015285"
"2263","ENSG00000096996"
"2264","ENSG00000140287"
"2265","ENSG00000183307"
"2266","ENSG00000258352"
"2267","ENSG00000284076"
"2268","ENSG00000197381"
"2269","ENSG00000259922"
"2270","ENSG00000184635"
"2271","ENSG00000004838"
"2272","ENSG00000259381"
"2273","ENSG00000259379"
"2274","ENSG00000188001"
"2275","ENSG00000213876"
"2276","ENSG00000168826"
"2277","ENSG00000211868"
"2278","ENSG00000165046"
"2279","ENSG00000101425"
"2280","ENSG00000198756"
"2281","ENSG00000248472"
"2282","ENSG00000171649"
"2283","ENSG00000277399"
"2284","ENSG00000180287"
"2285","ENSG00000124140"
"2286","ENSG00000225460"
"2287","ENSG00000174004"
"2288","ENSG00000111224"
"2289","ENSG00000226658"
"2290","ENSG00000139890"
"2291","ENSG00000279486"
"2292","ENSG00000112053"
"2293","ENSG00000226321"
"2294","ENSG00000111644"
"2295","ENSG00000283199"
"2296","ENSG00000283302"
"2297","ENSG00000249662"
"2298","ENSG00000242097"
"2299","ENSG00000248769"
"2300","ENSG00000142408"
"2301","ENSG00000233913"
"2302","ENSG00000100162"
"2303","ENSG00000100228"
"2304","ENSG00000275571"
"2305","ENSG00000163395"
"2306","ENSG00000144810"
"2307","ENSG00000180178"
"2308","ENSG00000153237"
"2309","ENSG00000136231"
"2310","ENSG00000163145"
"2311","ENSG00000274209"
"2312","ENSG00000110944"
"2313","ENSG00000156414"
"2314","ENSG00000226472"
"2315","ENSG00000164047"
"2316","ENSG00000189283"
"2317","ENSG00000197465"
"2318","ENSG00000155961"
"2319","ENSG00000240487"
"2320","ENSG00000213988"
"2321","ENSG00000182621"
"2322","ENSG00000129159"
"2323","ENSG00000285082"
"2324","ENSG00000170324"
"2325","ENSG00000138813"
"2326","ENSG00000176244"
"2327","ENSG00000271013"
"2328","ENSG00000282486"
"2329","ENSG00000158457"
"2330","ENSG00000138311"
"2331","ENSG00000135903"
"2332","ENSG00000127124"
"2333","ENSG00000237846"
"2334","ENSG00000215512"
"2335","ENSG00000169327"
"2336","ENSG00000144152"
"2337","ENSG00000111704"
"2338","ENSG00000185666"
"2339","ENSG00000172687"
"2340","ENSG00000106278"
"2341","ENSG00000211871"
"2342","ENSG00000196341"
"2343","ENSG00000159618"
"2344","ENSG00000188000"
"2345","ENSG00000080709"
"2346","ENSG00000165091"
"2347","ENSG00000258215"
"2348","ENSG00000243492"
"2349","ENSG00000176160"
"2350","ENSG00000173926"
"2351","ENSG00000270339"
"2352","ENSG00000116690"
"2353","ENSG00000136999"
"2354","ENSG00000170425"
"2355","ENSG00000112077"
"2356","ENSG00000253328"
"2357","ENSG00000183908"
"2358","ENSG00000100012"
"2359","ENSG00000114737"
"2360","ENSG00000138400"
"2361","ENSG00000165028"
"2362","ENSG00000204525"
"2363","ENSG00000258571"
"2364","ENSG00000159239"
"2365","ENSG00000188199"
"2366","ENSG00000143858"
"2367","ENSG00000278191"
"2368","ENSG00000161944"
"2369","ENSG00000211694"
"2370","ENSG00000101638"
"2371","ENSG00000258565"
"2372","ENSG00000105371"
"2373","ENSG00000230021"
"2374","ENSG00000171872"
"2375","ENSG00000133246"
"2376","ENSG00000127362"
"2377","ENSG00000232772"
"2378","ENSG00000081148"
"2379","ENSG00000211875"
"2380","ENSG00000187775"
"2381","ENSG00000276495"
"2382","ENSG00000227772"
"2383","ENSG00000225560"
"2384","ENSG00000151789"
"2385","ENSG00000276203"
"2386","ENSG00000221813"
"2387","ENSG00000284939"
"2388","ENSG00000225476"
"2389","ENSG00000116017"
"2390","ENSG00000124091"
"2391","ENSG00000163013"
"2392","ENSG00000231286"
"2393","ENSG00000277363"
"2394","ENSG00000278001"
"2395","ENSG00000211804"
"2396","ENSG00000131480"
"2397","ENSG00000160683"
"2398","ENSG00000182185"
"2399","ENSG00000151746"
"2400","ENSG00000167434"
"2401","ENSG00000179240"
"2402","ENSG00000198093"
"2403","ENSG00000274391"
"2404","ENSG00000214283"
"2405","ENSG00000283597"
"2406","ENSG00000213443"
"2407","ENSG00000185565"
"2408","ENSG00000285154"
"2409","ENSG00000230624"
"2410","ENSG00000225345"
"2411","ENSG00000259096"
"2412","ENSG00000280810"
"2413","ENSG00000145623"
"2414","ENSG00000227582"
"2415","ENSG00000214629"
"2416","ENSG00000164604"
"2417","ENSG00000169385"
"2418","ENSG00000213934"
"2419","ENSG00000104921"
"2420","ENSG00000244720"
"2421","ENSG00000260660"
"2422","ENSG00000139973"
"2423","ENSG00000211697"
"2424","ENSG00000133105"
"2425","ENSG00000237827"
"2426","ENSG00000248385"
"2427","ENSG00000206384"
"2428","ENSG00000235945"
"2429","ENSG00000134184"
"2430","ENSG00000211867"
"2431","ENSG00000175294"
"2432","ENSG00000130561"
"2433","ENSG00000281857"
"2434","ENSG00000171611"
"2435","ENSG00000182632"
"2436","ENSG00000242092"
"2437","ENSG00000282293"
"2438","ENSG00000167613"
"2439","ENSG00000204941"
"2440","ENSG00000106536"
"2441","ENSG00000206172"
"2442","ENSG00000180549"
"2443","ENSG00000110436"
"2444","ENSG00000234332"
"2445","ENSG00000130270"
"2446","ENSG00000162631"
"2447","ENSG00000183386"
"2448","ENSG00000183214"
"2449","ENSG00000275199"
"2450","ENSG00000211869"
"2451","ENSG00000211862"
"2452","ENSG00000234704"
"2453","ENSG00000217488"
"2454","ENSG00000077454"
"2455","ENSG00000133488"
"2456","ENSG00000122194"
"2457","ENSG00000186197"
"2458","ENSG00000196172"
"2459","ENSG00000233786"
"2460","ENSG00000175985"
"2461","ENSG00000182103"
"2462","ENSG00000148600"
"2463","ENSG00000283247"
"2464","ENSG00000100867"
"2465","ENSG00000197993"
"2466","ENSG00000135960"
"2467","ENSG00000284167"
"2468","ENSG00000239835"
"2469","ENSG00000206561"
"2470","ENSG00000172995"
"2471","ENSG00000140931"
"2472","ENSG00000259600"
"2473","ENSG00000282980"
"2474","ENSG00000282834"
"2475","ENSG00000284681"
"2476","ENSG00000234118"
"2477","ENSG00000183019"
"2478","ENSG00000197457"
"2479","ENSG00000243981"
"2480","ENSG00000284396"
"2481","ENSG00000266127"
"2482","ENSG00000250565"
"2483","ENSG00000278565"
"2484","ENSG00000089250"
"2485","ENSG00000159958"
"2486","ENSG00000115353"
"2487","ENSG00000228307"
"2488","ENSG00000135482"
"2489","ENSG00000166840"
"2490","ENSG00000131059"
"2491","ENSG00000254463"
"2492","ENSG00000211872"
"2493","ENSG00000220739"
"2494","ENSG00000163689"
"2495","ENSG00000232653"
"2496","ENSG00000116691"
"2497","ENSG00000099985"
"2498","ENSG00000182372"
"2499","ENSG00000231766"
"2500","ENSG00000128512"
"2501","ENSG00000235683"
"2502","ENSG00000103005"
"2503","ENSG00000181817"
"2504","ENSG00000232957"
"2505","ENSG00000183185"
"2506","ENSG00000267083"
"2507","ENSG00000100027"
"2508","ENSG00000166897"
"2509","ENSG00000224288"
"2510","ENSG00000180409"
"2511","ENSG00000284649"
"2512","ENSG00000182050"
"2513","ENSG00000283530"
"2514","ENSG00000285137"
"2515","ENSG00000130477"
"2516","ENSG00000111537"
"2517","ENSG00000157445"
"2518","ENSG00000272595"
"2519","ENSG00000105327"
"2520","ENSG00000180481"
"2521","ENSG00000166573"
"2522","ENSG00000214359"
"2523","ENSG00000167749"
"2524","ENSG00000112182"
"2525","ENSG00000133627"
"2526","ENSG00000166839"
"2527","ENSG00000145826"
"2528","ENSG00000146839"
"2529","ENSG00000065665"
"2530","ENSG00000229320"
"2531","ENSG00000234784"
"2532","ENSG00000137101"
"2533","ENSG00000282612"
"2534","ENSG00000241981"
"2535","ENSG00000159374"
"2536","ENSG00000139304"
"2537","ENSG00000231047"
"2538","ENSG00000214975"
"2539","ENSG00000237272"
"2540","ENSG00000143443"
"2541","ENSG00000214954"
"2542","ENSG00000283156"
"2543","ENSG00000089351"
"2544","ENSG00000149292"
"2545","ENSG00000230341"
"2546","ENSG00000234000"
"2547","ENSG00000183662"
"2548","ENSG00000259984"
"2549","ENSG00000205846"
"2550","ENSG00000145882"
"2551","ENSG00000228446"
"2552","ENSG00000241157"
"2553","ENSG00000089091"
"2554","ENSG00000203618"
"2555","ENSG00000170959"
"2556","ENSG00000203878"
"2557","ENSG00000272281"
"2558","ENSG00000255833"
"2559","ENSG00000229186"
"2560","ENSG00000251623"
"2561","ENSG00000211880"
"2562","ENSG00000258316"
"2563","ENSG00000227986"
"2564","ENSG00000257979"
"2565","ENSG00000141540"
"2566","ENSG00000250422"
"2567","ENSG00000197632"
"2568","ENSG00000257915"
"2569","ENSG00000205309"
"2570","ENSG00000184226"
"2571","ENSG00000219712"
"2572","ENSG00000175820"
"2573","ENSG00000134571"
"2574","ENSG00000184083"
"2575","ENSG00000276615"
"2576","ENSG00000180116"
"2577","ENSG00000213277"
"2578","ENSG00000205784"
"2579","ENSG00000149516"
"2580","ENSG00000117560"
"2581","ENSG00000197415"
"2582","ENSG00000165300"
"2583","ENSG00000274114"
"2584","ENSG00000270268"
"2585","ENSG00000183570"
"2586","ENSG00000124785"
"2587","ENSG00000215018"
"2588","ENSG00000280126"
"2589","ENSG00000145920"
"2590","ENSG00000251247"
"2591","ENSG00000136535"
"2592","ENSG00000156042"
"2593","ENSG00000198796"
"2594","ENSG00000232374"
"2595","ENSG00000128266"
"2596","ENSG00000278111"
"2597","ENSG00000205678"
"2598","ENSG00000230267"
"2599","ENSG00000229703"
"2600","ENSG00000083454"
"2601","ENSG00000224451"
"2602","ENSG00000121101"
"2603","ENSG00000253166"
"2604","ENSG00000109680"
"2605","ENSG00000155886"
"2606","ENSG00000271092"
"2607","ENSG00000179921"
"2608","ENSG00000212719"
"2609","ENSG00000236583"
"2610","ENSG00000164220"
"2611","ENSG00000231558"
"2612","ENSG00000235744"
"2613","ENSG00000259165"
"2614","ENSG00000228927"
"2615","ENSG00000279301"
"2616","ENSG00000166535"
"2617","ENSG00000186399"
"2618","ENSG00000259513"
"2619","ENSG00000164512"
"2620","ENSG00000249715"
"2621","ENSG00000121446"
"2622","ENSG00000100060"
"2623","ENSG00000147437"
"2624","ENSG00000283005"
"2625","ENSG00000229663"
"2626","ENSG00000165762"
"2627","ENSG00000188536"
"2628","ENSG00000270533"
"2629","ENSG00000138161"
"2630","ENSG00000181963"
"2631","ENSG00000211788"
"2632","ENSG00000278307"
"2633","ENSG00000285215"
"2634","ENSG00000008277"
"2635","ENSG00000211825"
"2636","ENSG00000196664"
"2637","ENSG00000197299"
"2638","ENSG00000245205"
"2639","ENSG00000172640"
"2640","ENSG00000165899"
"2641","ENSG00000278605"
"2642","ENSG00000182732"
"2643","ENSG00000124469"
"2644","ENSG00000163792"
"2645","ENSG00000133063"
"2646","ENSG00000277406"
"2647","ENSG00000283740"
"2648","ENSG00000246596"
"2649","ENSG00000251453"
"2650","ENSG00000154188"
"2651","ENSG00000160716"
"2652","ENSG00000164038"
"2653","ENSG00000282269"
"2654","ENSG00000101493"
"2655","ENSG00000134376"
"2656","ENSG00000236521"
"2657","ENSG00000274338"
"2658","ENSG00000249274"
"2659","ENSG00000157423"
"2660","ENSG00000283022"
"2661","ENSG00000274110"
"2662","ENSG00000172167"
"2663","ENSG00000254017"
"2664","ENSG00000173295"
"2665","ENSG00000285119"
"2666","ENSG00000255220"
"2667","ENSG00000279000"
"2668","ENSG00000280899"
"2669","ENSG00000182397"
"2670","ENSG00000181982"
"2671","ENSG00000172554"
"2672","ENSG00000244482"
"2673","ENSG00000177108"
"2674","ENSG00000104783"
"2675","ENSG00000211883"
"2676","ENSG00000213613"
"2677","ENSG00000283120"
"2678","ENSG00000260357"
"2679","ENSG00000131944"
"2680","ENSG00000170848"
"2681","ENSG00000144481"
"2682","ENSG00000214031"
"2683","ENSG00000144452"
"2684","ENSG00000164256"
"2685","ENSG00000250848"
"2686","ENSG00000197779"
"2687","ENSG00000149575"
"2688","ENSG00000250420"
"2689","ENSG00000232578"
"2690","ENSG00000228696"
"2691","ENSG00000101203"
"2692","ENSG00000248791"
"2693","ENSG00000134007"
"2694","ENSG00000163092"
"2695","ENSG00000230283"
"2696","ENSG00000106459"
"2697","ENSG00000275736"
"2698","ENSG00000244556"
"2699","ENSG00000077935"
"2700","ENSG00000064547"
"2701","ENSG00000226942"
"2702","ENSG00000282079"
"2703","ENSG00000221937"
"2704","ENSG00000225636"
"2705","ENSG00000144290"
"2706","ENSG00000283444"
"2707","ENSG00000277297"
"2708","ENSG00000204677"
"2709","ENSG00000183621"
"2710","ENSG00000234231"
"2711","ENSG00000234042"
"2712","ENSG00000233430"
"2713","ENSG00000230510"
"2714","ENSG00000211793"
"2715","ENSG00000105409"
"2716","ENSG00000135314"
"2717","ENSG00000118492"
"2718","ENSG00000228057"
"2719","ENSG00000225449"
"2720","ENSG00000132321"
"2721","ENSG00000259626"
"2722","ENSG00000277943"
"2723","ENSG00000281379"
"2724","ENSG00000284732"
"2725","ENSG00000217195"
"2726","ENSG00000280663"
"2727","ENSG00000211795"
"2728","ENSG00000112246"
"2729","ENSG00000268322"
"2730","ENSG00000251149"
"2731","ENSG00000281943"
"2732","ENSG00000259205"
"2733","ENSG00000164393"
"2734","ENSG00000225972"
"2735","ENSG00000176927"
"2736","ENSG00000006837"
"2737","ENSG00000240890"
"2738","ENSG00000145242"
"2739","ENSG00000211734"
"2740","ENSG00000282803"
"2741","ENSG00000227877"
"2742","ENSG00000259671"
"2743","ENSG00000171999"
"2744","ENSG00000231256"
"2745","ENSG00000277445"
"2746","ENSG00000104970"
"2747","ENSG00000206262"
"2748","ENSG00000232511"
"2749","ENSG00000211898"
"2750","ENSG00000011677"
"2751","ENSG00000261024"
"2752","ENSG00000132972"
"2753","ENSG00000273608"
"2754","ENSG00000211785"
"2755","ENSG00000103740"
"2756","ENSG00000129204"
"2757","ENSG00000089723"
"2758","ENSG00000229515"
"2759","ENSG00000269001"
"2760","ENSG00000206284"
"2761","ENSG00000274588"
"2762","ENSG00000120217"
"2763","ENSG00000229800"
"2764","ENSG00000197568"
"2765","ENSG00000259161"
"2766","ENSG00000197134"
"2767","ENSG00000229106"
"2768","ENSG00000282676"
"2769","ENSG00000231615"
"2770","ENSG00000189127"
"2771","ENSG00000130368"
"2772","ENSG00000236438"
"2773","ENSG00000146054"
"2774","ENSG00000177455"
"2775","ENSG00000211799"
"2776","ENSG00000167034"
"2777","ENSG00000244371"
"2778","ENSG00000160766"
"2779","ENSG00000263247"
"2780","ENSG00000071909"
"2781","ENSG00000154328"
"2782","ENSG00000187984"
"2783","ENSG00000254788"
"2784","ENSG00000244115"
"2785","ENSG00000166342"
"2786","ENSG00000170370"
"2787","ENSG00000152214"
"2788","ENSG00000135127"
"2789","ENSG00000262516"
"2790","ENSG00000151490"
"2791","ENSG00000232005"
"2792","ENSG00000215397"
"2793","ENSG00000259823"
"2794","ENSG00000130856"
"2795","ENSG00000152208"
"2796","ENSG00000007314"
"2797","ENSG00000268736"
"2798","ENSG00000213872"
"2799","ENSG00000231924"
"2800","ENSG00000230987"
"2801","ENSG00000164086"
"2802","ENSG00000226501"
"2803","ENSG00000176749"
"2804","ENSG00000206305"
"2805","ENSG00000237088"
"2806","ENSG00000253558"
"2807","ENSG00000047579"
"2808","ENSG00000164411"
"2809","ENSG00000249931"
"2810","ENSG00000164821"
"2811","ENSG00000285318"
"2812","ENSG00000235347"
"2813","ENSG00000127364"
"2814","ENSG00000066813"
"2815","ENSG00000159263"
"2816","ENSG00000174529"
"2817","ENSG00000089012"
"2818","ENSG00000285218"
"2819","ENSG00000128606"
"2820","ENSG00000281887"
"2821","ENSG00000177614"
"2822","ENSG00000166448"
"2823","ENSG00000268803"
"2824","ENSG00000243414"
"2825","ENSG00000273763"
"2826","ENSG00000174482"
"2827","ENSG00000282064"
"2828","ENSG00000275562"
"2829","ENSG00000105967"
"2830","ENSG00000198574"
"2831","ENSG00000233382"
"2832","ENSG00000230593"
"2833","ENSG00000197849"
"2834","ENSG00000270106"
"2835","ENSG00000227557"
"2836","ENSG00000255303"
"2837","ENSG00000255838"
"2838","ENSG00000243710"
"2839","ENSG00000198553"
"2840","ENSG00000276662"
"2841","ENSG00000078328"
"2842","ENSG00000211753"
"2843","ENSG00000282812"
"2844","ENSG00000230453"
"2845","ENSG00000070729"
"2846","ENSG00000233974"
"2847","ENSG00000230863"
"2848","ENSG00000283995"
"2849","ENSG00000134297"
"2850","ENSG00000155265"
"2851","ENSG00000240654"
"2852","ENSG00000183691"
"2853","ENSG00000256581"
"2854","ENSG00000213871"
"2855","ENSG00000276569"
"2856","ENSG00000143469"
"2857","ENSG00000237225"
"2858","ENSG00000206287"
"2859","ENSG00000235107"
"2860","ENSG00000223599"
"2861","ENSG00000262025"
"2862","ENSG00000254633"
"2863","ENSG00000125337"
"2864","ENSG00000234493"
"2865","ENSG00000226668"
"2866","ENSG00000198765"
"2867","ENSG00000240669"
"2868","ENSG00000284690"
"2869","ENSG00000213049"
"2870","ENSG00000226259"
"2871","ENSG00000165566"
"2872","ENSG00000081138"
"2873","ENSG00000225314"
"2874","ENSG00000271687"
"2875","ENSG00000139219"
"2876","ENSG00000039523"
"2877","ENSG00000223465"
"2878","ENSG00000125813"
"2879","ENSG00000152822"
"2880","ENSG00000231192"
"2881","ENSG00000285369"
"2882","ENSG00000238025"
"2883","ENSG00000205927"
"2884","ENSG00000159625"
"2885","ENSG00000214553"
"2886","ENSG00000233716"
"2887","ENSG00000274699"
"2888","ENSG00000141096"
"2889","ENSG00000129990"
"2890","ENSG00000183979"
"2891","ENSG00000219881"
"2892","ENSG00000117707"
"2893","ENSG00000173610"
"2894","ENSG00000243746"
"2895","ENSG00000143452"
"2896","ENSG00000196131"
"2897","ENSG00000171804"
"2898","ENSG00000058335"
"2899","ENSG00000154146"
"2900","ENSG00000198822"
"2901","ENSG00000261210"
"2902","ENSG00000284234"
"2903","ENSG00000284356"
"2904","ENSG00000170374"
"2905","ENSG00000237223"
"2906","ENSG00000148848"
"2907","ENSG00000285781"
"2908","ENSG00000107485"
"2909","ENSG00000102043"
"2910","ENSG00000278415"
"2911","ENSG00000172967"
"2912","ENSG00000211787"
"2913","ENSG00000131848"
"2914","ENSG00000152578"
"2915","ENSG00000211746"
"2916","ENSG00000211696"
"2917","ENSG00000187323"
"2918","ENSG00000277033"
"2919","ENSG00000258932"
"2920","ENSG00000127325"
"2921","ENSG00000176294"
"2922","ENSG00000270986"
"2923","ENSG00000116183"
"2924","ENSG00000244607"
"2925","ENSG00000235893"
"2926","ENSG00000219409"
"2927","ENSG00000186094"
"2928","ENSG00000240522"
"2929","ENSG00000129993"
"2930","ENSG00000151812"
"2931","ENSG00000180189"
"2932","ENSG00000070371"
"2933","ENSG00000105507"
"2934","ENSG00000225859"
"2935","ENSG00000141161"
"2936","ENSG00000136014"
"2937","ENSG00000226288"
"2938","ENSG00000255346"
"2939","ENSG00000229665"
"2940","ENSG00000211866"
"2941","ENSG00000169704"
"2942","ENSG00000104974"
"2943","ENSG00000275525"
"2944","ENSG00000244480"
"2945","ENSG00000211884"
"2946","ENSG00000211878"
"2947","ENSG00000224058"
"2948","ENSG00000198885"
"2949","ENSG00000186788"
"2950","ENSG00000261272"
"2951","ENSG00000215425"
"2952","ENSG00000179750"
"2953","ENSG00000278174"
"2954","ENSG00000162444"
"2955","ENSG00000232824"
"2956","ENSG00000215182"
"2957","ENSG00000283158"
"2958","ENSG00000162399"
"2959","ENSG00000146276"
"2960","ENSG00000213204"
"2961","ENSG00000259962"
"2962","ENSG00000235917"
"2963","ENSG00000211791"
"2964","ENSG00000174469"
"2965","ENSG00000170579"
"2966","ENSG00000254229"
"2967","ENSG00000243232"
"2968","ENSG00000101977"
"2969","ENSG00000240632"
"2970","ENSG00000166069"
"2971","ENSG00000127249"
"2972","ENSG00000188687"
"2973","ENSG00000256274"
