"","x"
"7680","ENSG00000203914"
"7681","ENSG00000231100"
"7682","ENSG00000271682"
"7683","ENSG00000241822"
"7684","ENSG00000243804"
"7685","ENSG00000229093"
"7686","ENSG00000229226"
"7687","ENSG00000204547"
"7688","ENSG00000242299"
"7689","ENSG00000180113"
"7690","ENSG00000211807"
"7691","ENSG00000267573"
"7692","ENSG00000250006"
"7693","ENSG00000213568"
"7694","ENSG00000230871"
"7695","ENSG00000064218"
"7696","ENSG00000269274"
"7697","ENSG00000235197"
"7698","ENSG00000205857"
"7699","ENSG00000261457"
"7700","ENSG00000206228"
"7701","ENSG00000102104"
"7702","ENSG00000165973"
"7703","ENSG00000214976"
"7704","ENSG00000260734"
"7705","ENSG00000282052"
"7706","ENSG00000218890"
"7707","ENSG00000233646"
"7708","ENSG00000253580"
"7709","ENSG00000228645"
"7710","ENSG00000229906"
"7711","ENSG00000231436"
"7712","ENSG00000271711"
"7713","ENSG00000176605"
"7714","ENSG00000234216"
"7715","ENSG00000237295"
"7716","ENSG00000170950"
"7717","ENSG00000228471"
"7718","ENSG00000186795"
"7719","ENSG00000204025"
"7720","ENSG00000137080"
"7721","ENSG00000258239"
"7722","ENSG00000260458"
"7723","ENSG00000219867"
"7724","ENSG00000241081"
"7725","ENSG00000132164"
"7726","ENSG00000277746"
"7727","ENSG00000230418"
"7728","ENSG00000282240"
"7729","ENSG00000236770"
"7730","ENSG00000261440"
"7731","ENSG00000256518"
"7732","ENSG00000276637"
"7733","ENSG00000282419"
"7734","ENSG00000279720"
"7735","ENSG00000268957"
"7736","ENSG00000280597"
"7737","ENSG00000224678"
"7738","ENSG00000242488"
"7739","ENSG00000230764"
"7740","ENSG00000258986"
"7741","ENSG00000269253"
"7742","ENSG00000198090"
"7743","ENSG00000235879"
"7744","ENSG00000227970"
"7745","ENSG00000228902"
"7746","ENSG00000233285"
"7747","ENSG00000255238"
"7748","ENSG00000228045"
"7749","ENSG00000229937"
"7750","ENSG00000269153"
"7751","ENSG00000132854"
"7752","ENSG00000273047"
"7753","ENSG00000249229"
"7754","ENSG00000107859"
"7755","ENSG00000216265"
"7756","ENSG00000220553"
"7757","ENSG00000224540"
"7758","ENSG00000225116"
"7759","ENSG00000226724"
"7760","ENSG00000234309"
"7761","ENSG00000242575"
"7762","ENSG00000281935"
"7763","ENSG00000258369"
"7764","ENSG00000167822"
"7765","ENSG00000224462"
"7766","ENSG00000166558"
"7767","ENSG00000181786"
"7768","ENSG00000125888"
"7769","ENSG00000258822"
"7770","ENSG00000250345"
"7771","ENSG00000064835"
"7772","ENSG00000226763"
"7773","ENSG00000260157"
"7774","ENSG00000261153"
"7775","ENSG00000214607"
"7776","ENSG00000234576"
"7777","ENSG00000149507"
"7778","ENSG00000266876"
"7779","ENSG00000182634"
"7780","ENSG00000241825"
"7781","ENSG00000203923"
"7782","ENSG00000249213"
"7783","ENSG00000197283"
"7784","ENSG00000204849"
"7785","ENSG00000229658"
"7786","ENSG00000072041"
"7787","ENSG00000255554"
"7788","ENSG00000197320"
"7789","ENSG00000241367"
"7790","ENSG00000248592"
"7791","ENSG00000236480"
"7792","ENSG00000267295"
"7793","ENSG00000163793"
"7794","ENSG00000263505"
"7795","ENSG00000267620"
"7796","ENSG00000258721"
"7797","ENSG00000229343"
"7798","ENSG00000220157"
"7799","ENSG00000234179"
"7800","ENSG00000261515"
"7801","ENSG00000270232"
"7802","ENSG00000226536"
"7803","ENSG00000254915"
"7804","ENSG00000229742"
"7805","ENSG00000163032"
"7806","ENSG00000186971"
"7807","ENSG00000215007"
"7808","ENSG00000260680"
"7809","ENSG00000101306"
"7810","ENSG00000203910"
"7811","ENSG00000234803"
"7812","ENSG00000178586"
"7813","ENSG00000235539"
"7814","ENSG00000178395"
"7815","ENSG00000206069"
"7816","ENSG00000250816"
"7817","ENSG00000285708"
"7818","ENSG00000171847"
"7819","ENSG00000255051"
"7820","ENSG00000283376"
"7821","ENSG00000285231"
"7822","ENSG00000237939"
"7823","ENSG00000243659"
"7824","ENSG00000268067"
"7825","ENSG00000227264"
"7826","ENSG00000258358"
"7827","ENSG00000243995"
"7828","ENSG00000226582"
"7829","ENSG00000265097"
"7830","ENSG00000226309"
"7831","ENSG00000280436"
"7832","ENSG00000227688"
"7833","ENSG00000179994"
"7834","ENSG00000232004"
"7835","ENSG00000143882"
"7836","ENSG00000257635"
"7837","ENSG00000215263"
"7838","ENSG00000211725"
"7839","ENSG00000275918"
"7840","ENSG00000204193"
"7841","ENSG00000178084"
"7842","ENSG00000107831"
"7843","ENSG00000149972"
"7844","ENSG00000237828"
"7845","ENSG00000235616"
"7846","ENSG00000185037"
"7847","ENSG00000276290"
"7848","ENSG00000186207"
"7849","ENSG00000240003"
"7850","ENSG00000217261"
"7851","ENSG00000258992"
"7852","ENSG00000165182"
"7853","ENSG00000233652"
"7854","ENSG00000237833"
"7855","ENSG00000173431"
"7856","ENSG00000175520"
"7857","ENSG00000198353"
"7858","ENSG00000197214"
"7859","ENSG00000112539"
"7860","ENSG00000254650"
"7861","ENSG00000226729"
"7862","ENSG00000196990"
"7863","ENSG00000258438"
"7864","ENSG00000103742"
"7865","ENSG00000253245"
"7866","ENSG00000131050"
"7867","ENSG00000237747"
"7868","ENSG00000237783"
"7869","ENSG00000277899"
"7870","ENSG00000163207"
"7871","ENSG00000186838"
"7872","ENSG00000198173"
"7873","ENSG00000223614"
"7874","ENSG00000240128"
"7875","ENSG00000260909"
"7876","ENSG00000165061"
"7877","ENSG00000075388"
"7878","ENSG00000268902"
"7879","ENSG00000073670"
"7880","ENSG00000171495"
"7881","ENSG00000101292"
"7882","ENSG00000181195"
"7883","ENSG00000170615"
"7884","ENSG00000239510"
"7885","ENSG00000236374"
"7886","ENSG00000185453"
"7887","ENSG00000155897"
"7888","ENSG00000140873"
"7889","ENSG00000284961"
"7890","ENSG00000238220"
"7891","ENSG00000267235"
"7892","ENSG00000230208"
"7893","ENSG00000230757"
"7894","ENSG00000234765"
"7895","ENSG00000224709"
"7896","ENSG00000124003"
"7897","ENSG00000224860"
"7898","ENSG00000203825"
"7899","ENSG00000275801"
"7900","ENSG00000235737"
"7901","ENSG00000197674"
"7902","ENSG00000232952"
"7903","ENSG00000248328"
"7904","ENSG00000213081"
"7905","ENSG00000198183"
"7906","ENSG00000106328"
"7907","ENSG00000280688"
"7908","ENSG00000253606"
"7909","ENSG00000235039"
"7910","ENSG00000226025"
"7911","ENSG00000223766"
"7912","ENSG00000233564"
"7913","ENSG00000214376"
"7914","ENSG00000242882"
"7915","ENSG00000213640"
"7916","ENSG00000225110"
"7917","ENSG00000176746"
"7918","ENSG00000183423"
"7919","ENSG00000214883"
"7920","ENSG00000206432"
"7921","ENSG00000244921"
"7922","ENSG00000238029"
"7923","ENSG00000206449"
"7924","ENSG00000218965"
"7925","ENSG00000228930"
"7926","ENSG00000232906"
"7927","ENSG00000235432"
"7928","ENSG00000255403"
"7929","ENSG00000250788"
"7930","ENSG00000218233"
"7931","ENSG00000284215"
"7932","ENSG00000284281"
"7933","ENSG00000255622"
"7934","ENSG00000266537"
"7935","ENSG00000228728"
"7936","ENSG00000253789"
"7937","ENSG00000231095"
"7938","ENSG00000231976"
"7939","ENSG00000267507"
"7940","ENSG00000227765"
"7941","ENSG00000229817"
"7942","ENSG00000111046"
"7943","ENSG00000152266"
"7944","ENSG00000211714"
"7945","ENSG00000226114"
"7946","ENSG00000229259"
"7947","ENSG00000235485"
"7948","ENSG00000142233"
"7949","ENSG00000276468"
"7950","ENSG00000067842"
"7951","ENSG00000259271"
"7952","ENSG00000224488"
"7953","ENSG00000229256"
"7954","ENSG00000272900"
"7955","ENSG00000197658"
"7956","ENSG00000274839"
"7957","ENSG00000226814"
"7958","ENSG00000108878"
"7959","ENSG00000250219"
"7960","ENSG00000237722"
"7961","ENSG00000254784"
"7962","ENSG00000258510"
"7963","ENSG00000214842"
"7964","ENSG00000233585"
"7965","ENSG00000244705"
"7966","ENSG00000183559"
"7967","ENSG00000238765"
"7968","ENSG00000257807"
"7969","ENSG00000261127"
"7970","ENSG00000239254"
"7971","ENSG00000267264"
"7972","ENSG00000264217"
"7973","ENSG00000255551"
"7974","ENSG00000277514"
"7975","ENSG00000237810"
"7976","ENSG00000121053"
"7977","ENSG00000204363"
"7978","ENSG00000240484"
"7979","ENSG00000205838"
"7980","ENSG00000226084"
"7981","ENSG00000214366"
"7982","ENSG00000241318"
"7983","ENSG00000181950"
"7984","ENSG00000235332"
"7985","ENSG00000225418"
"7986","ENSG00000229767"
"7987","ENSG00000275821"
"7988","ENSG00000240824"
"7989","ENSG00000269040"
"7990","ENSG00000280428"
"7991","ENSG00000179915"
"7992","ENSG00000236763"
"7993","ENSG00000236907"
"7994","ENSG00000257872"
"7995","ENSG00000230077"
"7996","ENSG00000254103"
"7997","ENSG00000148602"
"7998","ENSG00000135625"
"7999","ENSG00000211770"
"8000","ENSG00000282154"
"8001","ENSG00000183780"
"8002","ENSG00000219253"
"8003","ENSG00000185686"
"8004","ENSG00000181958"
"8005","ENSG00000276428"
"8006","ENSG00000134640"
"8007","ENSG00000170454"
"8008","ENSG00000269437"
"8009","ENSG00000232926"
"8010","ENSG00000211796"
"8011","ENSG00000073754"
"8012","ENSG00000238130"
"8013","ENSG00000204165"
"8014","ENSG00000248128"
"8015","ENSG00000250231"
"8016","ENSG00000077498"
"8017","ENSG00000214561"
"8018","ENSG00000234419"
"8019","ENSG00000230936"
"8020","ENSG00000168676"
"8021","ENSG00000229254"
"8022","ENSG00000102904"
"8023","ENSG00000203989"
"8024","ENSG00000151838"
"8025","ENSG00000236180"
"8026","ENSG00000179083"
"8027","ENSG00000124107"
"8028","ENSG00000240441"
"8029","ENSG00000281958"
"8030","ENSG00000282273"
"8031","ENSG00000049768"
"8032","ENSG00000276457"
"8033","ENSG00000230601"
"8034","ENSG00000271567"
"8035","ENSG00000187753"
"8036","ENSG00000231060"
"8037","ENSG00000162771"
"8038","ENSG00000198883"
"8039","ENSG00000235125"
"8040","ENSG00000229009"
"8041","ENSG00000159763"
"8042","ENSG00000218536"
"8043","ENSG00000226278"
"8044","ENSG00000229830"
"8045","ENSG00000258275"
"8046","ENSG00000131808"
"8047","ENSG00000235339"
"8048","ENSG00000237217"
"8049","ENSG00000260471"
"8050","ENSG00000129455"
"8051","ENSG00000266932"
"8052","ENSG00000226962"
"8053","ENSG00000184617"
"8054","ENSG00000259535"
"8055","ENSG00000232096"
"8056","ENSG00000248911"
"8057","ENSG00000236027"
"8058","ENSG00000233615"
"8059","ENSG00000197786"
"8060","ENSG00000214581"
"8061","ENSG00000230087"
"8062","ENSG00000235511"
"8063","ENSG00000240135"
"8064","ENSG00000182698"
"8065","ENSG00000248403"
"8066","ENSG00000253611"
"8067","ENSG00000235089"
"8068","ENSG00000223619"
"8069","ENSG00000214200"
"8070","ENSG00000263310"
"8071","ENSG00000239893"
"8072","ENSG00000259092"
"8073","ENSG00000241877"
"8074","ENSG00000219770"
"8075","ENSG00000258925"
"8076","ENSG00000223500"
"8077","ENSG00000104804"
"8078","ENSG00000215186"
"8079","ENSG00000279800"
"8080","ENSG00000249287"
"8081","ENSG00000161610"
"8082","ENSG00000182793"
"8083","ENSG00000262587"
"8084","ENSG00000214269"
"8085","ENSG00000144671"
"8086","ENSG00000250247"
"8087","ENSG00000233311"
"8088","ENSG00000254255"
"8089","ENSG00000226480"
"8090","ENSG00000268053"
"8091","ENSG00000176979"
"8092","ENSG00000284098"
"8093","ENSG00000237746"
"8094","ENSG00000251476"
"8095","ENSG00000219529"
"8096","ENSG00000165323"
"8097","ENSG00000183560"
"8098","ENSG00000205898"
"8099","ENSG00000213182"
"8100","ENSG00000220557"
"8101","ENSG00000225121"
"8102","ENSG00000228466"
"8103","ENSG00000232389"
"8104","ENSG00000234861"
"8105","ENSG00000237205"
"8106","ENSG00000279270"
"8107","ENSG00000282908"
"8108","ENSG00000129596"
"8109","ENSG00000237763"
"8110","ENSG00000176302"
"8111","ENSG00000204478"
"8112","ENSG00000214759"
"8113","ENSG00000229082"
"8114","ENSG00000234729"
"8115","ENSG00000242736"
"8116","ENSG00000253725"
"8117","ENSG00000254853"
"8118","ENSG00000255853"
"8119","ENSG00000281277"
"8120","ENSG00000282423"
"8121","ENSG00000276370"
"8122","ENSG00000271524"
"8123","ENSG00000197079"
"8124","ENSG00000233778"
"8125","ENSG00000255251"
"8126","ENSG00000255378"
"8127","ENSG00000258142"
"8128","ENSG00000270330"
"8129","ENSG00000274540"
"8130","ENSG00000284870"
"8131","ENSG00000187537"
"8132","ENSG00000220343"
"8133","ENSG00000206355"
"8134","ENSG00000271480"
"8135","ENSG00000149506"
"8136","ENSG00000230927"
"8137","ENSG00000220563"
"8138","ENSG00000172969"
"8139","ENSG00000183671"
"8140","ENSG00000283448"
"8141","ENSG00000196350"
"8142","ENSG00000227813"
"8143","ENSG00000234382"
"8144","ENSG00000264070"
"8145","ENSG00000282614"
"8146","ENSG00000236966"
"8147","ENSG00000122872"
"8148","ENSG00000238205"
"8149","ENSG00000143105"
"8150","ENSG00000229376"
"8151","ENSG00000214203"
"8152","ENSG00000184148"
"8153","ENSG00000196407"
"8154","ENSG00000260582"
"8155","ENSG00000257987"
"8156","ENSG00000217241"
"8157","ENSG00000188086"
"8158","ENSG00000213701"
"8159","ENSG00000228187"
"8160","ENSG00000231349"
"8161","ENSG00000183938"
"8162","ENSG00000230327"
"8163","ENSG00000181609"
"8164","ENSG00000211749"
"8165","ENSG00000282449"
"8166","ENSG00000225394"
"8167","ENSG00000229857"
"8168","ENSG00000249838"
"8169","ENSG00000250480"
"8170","ENSG00000268320"
"8171","ENSG00000277730"
"8172","ENSG00000225801"
"8173","ENSG00000237308"
"8174","ENSG00000238247"
"8175","ENSG00000248564"
"8176","ENSG00000173679"
"8177","ENSG00000257777"
"8178","ENSG00000257994"
"8179","ENSG00000222546"
"8180","ENSG00000172031"
"8181","ENSG00000237641"
"8182","ENSG00000263682"
"8183","ENSG00000237319"
"8184","ENSG00000266693"
"8185","ENSG00000250982"
"8186","ENSG00000166006"
"8187","ENSG00000271900"
"8188","ENSG00000228002"
"8189","ENSG00000234282"
"8190","ENSG00000100583"
"8191","ENSG00000180919"
"8192","ENSG00000257731"
"8193","ENSG00000178257"
"8194","ENSG00000267233"
"8195","ENSG00000185972"
"8196","ENSG00000231313"
"8197","ENSG00000237861"
"8198","ENSG00000267463"
"8199","ENSG00000228046"
"8200","ENSG00000223476"
"8201","ENSG00000268278"
"8202","ENSG00000170367"
"8203","ENSG00000250857"
"8204","ENSG00000253292"
"8205","ENSG00000258762"
"8206","ENSG00000264644"
"8207","ENSG00000231443"
"8208","ENSG00000172289"
"8209","ENSG00000249372"
"8210","ENSG00000231356"
"8211","ENSG00000248739"
"8212","ENSG00000181273"
"8213","ENSG00000255653"
"8214","ENSG00000282842"
"8215","ENSG00000244395"
"8216","ENSG00000128422"
"8217","ENSG00000242393"
"8218","ENSG00000239483"
"8219","ENSG00000274101"
"8220","ENSG00000276906"
"8221","ENSG00000270969"
"8222","ENSG00000248702"
"8223","ENSG00000242195"
"8224","ENSG00000172208"
"8225","ENSG00000225878"
"8226","ENSG00000237542"
"8227","ENSG00000223717"
"8228","ENSG00000215277"
"8229","ENSG00000251389"
"8230","ENSG00000282078"
"8231","ENSG00000282320"
"8232","ENSG00000229674"
"8233","ENSG00000184697"
"8234","ENSG00000236942"
"8235","ENSG00000230562"
"8236","ENSG00000264311"
"8237","ENSG00000266826"
"8238","ENSG00000235289"
"8239","ENSG00000254310"
"8240","ENSG00000268391"
"8241","ENSG00000229221"
"8242","ENSG00000162728"
"8243","ENSG00000226946"
"8244","ENSG00000261303"
"8245","ENSG00000189132"
"8246","ENSG00000234189"
"8247","ENSG00000254714"
"8248","ENSG00000242159"
"8249","ENSG00000249481"
"8250","ENSG00000101850"
"8251","ENSG00000250897"
"8252","ENSG00000283653"
"8253","ENSG00000155530"
"8254","ENSG00000175699"
"8255","ENSG00000254681"
"8256","ENSG00000250587"
"8257","ENSG00000263761"
"8258","ENSG00000271113"
"8259","ENSG00000277576"
"8260","ENSG00000282496"
"8261","ENSG00000285504"
"8262","ENSG00000231610"
"8263","ENSG00000240432"
"8264","ENSG00000238191"
"8265","ENSG00000285038"
"8266","ENSG00000224493"
"8267","ENSG00000230318"
"8268","ENSG00000178804"
"8269","ENSG00000230655"
"8270","ENSG00000235232"
"8271","ENSG00000253657"
"8272","ENSG00000270293"
"8273","ENSG00000227035"
"8274","ENSG00000226723"
"8275","ENSG00000258468"
"8276","ENSG00000180806"
"8277","ENSG00000179930"
"8278","ENSG00000154143"
"8279","ENSG00000100218"
"8280","ENSG00000243101"
"8281","ENSG00000249446"
"8282","ENSG00000183644"
"8283","ENSG00000213180"
"8284","ENSG00000283698"
"8285","ENSG00000230538"
"8286","ENSG00000285405"
"8287","ENSG00000238081"
"8288","ENSG00000136110"
"8289","ENSG00000114487"
"8290","ENSG00000204619"
"8291","ENSG00000243297"
"8292","ENSG00000223728"
"8293","ENSG00000235420"
"8294","ENSG00000259300"
"8295","ENSG00000264431"
"8296","ENSG00000282047"
"8297","ENSG00000258625"
"8298","ENSG00000268660"
"8299","ENSG00000233273"
"8300","ENSG00000213430"
"8301","ENSG00000248578"
"8302","ENSG00000249193"
"8303","ENSG00000271546"
"8304","ENSG00000277544"
"8305","ENSG00000169862"
"8306","ENSG00000177468"
"8307","ENSG00000136367"
"8308","ENSG00000164404"
"8309","ENSG00000237412"
"8310","ENSG00000232087"
"8311","ENSG00000075035"
"8312","ENSG00000216998"
"8313","ENSG00000230342"
"8314","ENSG00000167612"
"8315","ENSG00000182968"
"8316","ENSG00000243265"
"8317","ENSG00000133661"
"8318","ENSG00000178591"
"8319","ENSG00000266971"
"8320","ENSG00000007306"
"8321","ENSG00000270921"
"8322","ENSG00000259019"
"8323","ENSG00000223779"
"8324","ENSG00000239590"
"8325","ENSG00000257376"
"8326","ENSG00000168959"
"8327","ENSG00000257307"
"8328","ENSG00000277803"
"8329","ENSG00000266673"
"8330","ENSG00000216378"
"8331","ENSG00000250804"
"8332","ENSG00000229586"
"8333","ENSG00000204437"
"8334","ENSG00000276420"
"8335","ENSG00000101180"
"8336","ENSG00000136155"
"8337","ENSG00000255376"
"8338","ENSG00000254065"
"8339","ENSG00000253463"
"8340","ENSG00000282004"
"8341","ENSG00000236759"
"8342","ENSG00000211848"
"8343","ENSG00000146221"
"8344","ENSG00000282218"
"8345","ENSG00000127515"
"8346","ENSG00000271364"
"8347","ENSG00000227344"
"8348","ENSG00000188459"
"8349","ENSG00000223568"
"8350","ENSG00000130595"
"8351","ENSG00000266501"
"8352","ENSG00000171209"
"8353","ENSG00000204121"
"8354","ENSG00000129673"
"8355","ENSG00000168333"
"8356","ENSG00000168928"
"8357","ENSG00000250640"
"8358","ENSG00000211764"
"8359","ENSG00000282488"
"8360","ENSG00000222028"
"8361","ENSG00000232333"
"8362","ENSG00000274150"
"8363","ENSG00000235489"
"8364","ENSG00000255127"
"8365","ENSG00000248216"
"8366","ENSG00000101098"
"8367","ENSG00000240051"
"8368","ENSG00000196383"
"8369","ENSG00000231583"
"8370","ENSG00000186777"
"8371","ENSG00000259010"
"8372","ENSG00000260722"
"8373","ENSG00000185926"
"8374","ENSG00000203909"
"8375","ENSG00000244485"
"8376","ENSG00000257897"
"8377","ENSG00000254897"
"8378","ENSG00000271412"
"8379","ENSG00000270706"
"8380","ENSG00000227368"
"8381","ENSG00000249333"
"8382","ENSG00000230361"
"8383","ENSG00000237275"
"8384","ENSG00000214946"
"8385","ENSG00000241890"
"8386","ENSG00000222248"
"8387","ENSG00000255492"
"8388","ENSG00000171942"
"8389","ENSG00000160994"
"8390","ENSG00000228225"
"8391","ENSG00000213218"
"8392","ENSG00000214132"
"8393","ENSG00000229173"
"8394","ENSG00000180210"
"8395","ENSG00000276156"
"8396","ENSG00000259324"
"8397","ENSG00000197706"
"8398","ENSG00000221900"
"8399","ENSG00000237211"
"8400","ENSG00000251345"
"8401","ENSG00000259102"
"8402","ENSG00000271488"
"8403","ENSG00000268433"
"8404","ENSG00000241889"
"8405","ENSG00000226794"
"8406","ENSG00000174521"
"8407","ENSG00000113430"
"8408","ENSG00000244292"
"8409","ENSG00000136694"
"8410","ENSG00000219249"
"8411","ENSG00000268738"
"8412","ENSG00000168828"
"8413","ENSG00000216687"
"8414","ENSG00000236941"
"8415","ENSG00000187642"
"8416","ENSG00000168267"
"8417","ENSG00000229747"
"8418","ENSG00000230045"
"8419","ENSG00000205100"
"8420","ENSG00000281610"
"8421","ENSG00000225198"
"8422","ENSG00000230524"
"8423","ENSG00000162873"
"8424","ENSG00000231726"
"8425","ENSG00000282354"
"8426","ENSG00000205754"
"8427","ENSG00000273976"
"8428","ENSG00000275009"
"8429","ENSG00000278247"
"8430","ENSG00000256189"
"8431","ENSG00000239200"
"8432","ENSG00000248711"
"8433","ENSG00000274612"
"8434","ENSG00000233497"
"8435","ENSG00000180723"
"8436","ENSG00000250332"
"8437","ENSG00000249780"
"8438","ENSG00000181773"
"8439","ENSG00000224955"
"8440","ENSG00000235804"
"8441","ENSG00000230165"
"8442","ENSG00000243543"
"8443","ENSG00000228945"
"8444","ENSG00000253155"
"8445","ENSG00000130656"
"8446","ENSG00000235083"
"8447","ENSG00000237848"
"8448","ENSG00000252231"
"8449","ENSG00000259208"
"8450","ENSG00000259695"
"8451","ENSG00000162763"
"8452","ENSG00000254976"
"8453","ENSG00000258877"
"8454","ENSG00000271088"
"8455","ENSG00000212724"
"8456","ENSG00000262862"
"8457","ENSG00000215515"
"8458","ENSG00000225907"
"8459","ENSG00000275103"
"8460","ENSG00000277562"
"8461","ENSG00000244693"
"8462","ENSG00000285175"
"8463","ENSG00000185888"
"8464","ENSG00000205057"
"8465","ENSG00000224896"
"8466","ENSG00000235892"
"8467","ENSG00000251108"
"8468","ENSG00000283864"
"8469","ENSG00000262299"
"8470","ENSG00000259043"
"8471","ENSG00000282203"
"8472","ENSG00000284831"
"8473","ENSG00000240677"
"8474","ENSG00000250803"
"8475","ENSG00000243853"
"8476","ENSG00000254522"
"8477","ENSG00000241917"
"8478","ENSG00000249884"
"8479","ENSG00000241478"
"8480","ENSG00000233803"
"8481","ENSG00000238213"
"8482","ENSG00000236325"
"8483","ENSG00000213760"
"8484","ENSG00000257611"
"8485","ENSG00000228941"
"8486","ENSG00000262461"
"8487","ENSG00000196772"
"8488","ENSG00000133101"
"8489","ENSG00000249565"
"8490","ENSG00000137090"
"8491","ENSG00000236746"
"8492","ENSG00000184530"
"8493","ENSG00000233524"
"8494","ENSG00000270714"
"8495","ENSG00000170426"
"8496","ENSG00000125726"
"8497","ENSG00000101883"
"8498","ENSG00000162494"
"8499","ENSG00000244414"
"8500","ENSG00000187823"
"8501","ENSG00000155087"
"8502","ENSG00000213296"
"8503","ENSG00000223418"
"8504","ENSG00000226703"
"8505","ENSG00000251694"
"8506","ENSG00000265946"
"8507","ENSG00000270328"
"8508","ENSG00000125522"
"8509","ENSG00000220725"
"8510","ENSG00000249518"
"8511","ENSG00000277339"
"8512","ENSG00000227968"
"8513","ENSG00000101282"
"8514","ENSG00000220378"
"8515","ENSG00000139330"
"8516","ENSG00000236290"
"8517","ENSG00000244646"
"8518","ENSG00000225947"
"8519","ENSG00000261007"
"8520","ENSG00000271230"
"8521","ENSG00000271486"
"8522","ENSG00000275584"
"8523","ENSG00000234838"
"8524","ENSG00000255116"
"8525","ENSG00000255312"
"8526","ENSG00000241418"
"8527","ENSG00000219941"
"8528","ENSG00000264845"
"8529","ENSG00000176256"
"8530","ENSG00000248259"
"8531","ENSG00000254292"
"8532","ENSG00000243489"
"8533","ENSG00000236538"
"8534","ENSG00000211688"
"8535","ENSG00000271523"
"8536","ENSG00000283285"
"8537","ENSG00000107014"
"8538","ENSG00000181359"
"8539","ENSG00000220113"
"8540","ENSG00000232727"
"8541","ENSG00000251178"
"8542","ENSG00000105605"
"8543","ENSG00000241815"
"8544","ENSG00000213048"
"8545","ENSG00000274019"
"8546","ENSG00000260781"
"8547","ENSG00000244712"
"8548","ENSG00000230654"
"8549","ENSG00000283131"
"8550","ENSG00000143512"
"8551","ENSG00000270512"
"8552","ENSG00000145850"
"8553","ENSG00000248978"
"8554","ENSG00000187686"
"8555","ENSG00000088053"
"8556","ENSG00000277439"
"8557","ENSG00000236165"
"8558","ENSG00000185610"
"8559","ENSG00000228083"
"8560","ENSG00000257432"
"8561","ENSG00000182759"
"8562","ENSG00000180016"
"8563","ENSG00000225849"
"8564","ENSG00000248109"
"8565","ENSG00000254748"
"8566","ENSG00000147160"
"8567","ENSG00000131721"
"8568","ENSG00000232202"
"8569","ENSG00000223845"
"8570","ENSG00000272305"
"8571","ENSG00000226665"
"8572","ENSG00000235278"
"8573","ENSG00000248565"
"8574","ENSG00000270818"
"8575","ENSG00000186803"
"8576","ENSG00000182365"
"8577","ENSG00000218454"
"8578","ENSG00000231735"
"8579","ENSG00000254047"
"8580","ENSG00000270281"
"8581","ENSG00000271712"
"8582","ENSG00000177174"
"8583","ENSG00000214434"
"8584","ENSG00000274163"
"8585","ENSG00000283039"
"8586","ENSG00000283202"
"8587","ENSG00000231743"
"8588","ENSG00000236816"
"8589","ENSG00000234670"
"8590","ENSG00000141433"
"8591","ENSG00000232676"
"8592","ENSG00000265639"
"8593","ENSG00000163206"
"8594","ENSG00000226301"
"8595","ENSG00000255172"
"8596","ENSG00000271621"
"8597","ENSG00000228567"
"8598","ENSG00000230192"
"8599","ENSG00000276126"
"8600","ENSG00000206517"
"8601","ENSG00000230780"
"8602","ENSG00000232289"
"8603","ENSG00000234347"
"8604","ENSG00000237258"
"8605","ENSG00000249149"
"8606","ENSG00000177261"
"8607","ENSG00000204658"
"8608","ENSG00000225769"
"8609","ENSG00000250768"
"8610","ENSG00000258823"
"8611","ENSG00000279730"
"8612","ENSG00000280895"
"8613","ENSG00000214141"
"8614","ENSG00000233787"
"8615","ENSG00000261549"
"8616","ENSG00000120937"
"8617","ENSG00000253382"
"8618","ENSG00000218725"
"8619","ENSG00000271142"
"8620","ENSG00000198471"
"8621","ENSG00000143125"
"8622","ENSG00000183035"
"8623","ENSG00000237450"
"8624","ENSG00000258244"
"8625","ENSG00000237026"
"8626","ENSG00000178776"
"8627","ENSG00000229505"
"8628","ENSG00000276703"
"8629","ENSG00000240979"
"8630","ENSG00000186583"
"8631","ENSG00000231202"
"8632","ENSG00000204818"
"8633","ENSG00000224401"
"8634","ENSG00000260765"
"8635","ENSG00000228836"
"8636","ENSG00000042813"
"8637","ENSG00000169154"
"8638","ENSG00000233437"
"8639","ENSG00000255379"
"8640","ENSG00000188755"
"8641","ENSG00000244234"
"8642","ENSG00000146378"
"8643","ENSG00000142513"
"8644","ENSG00000234537"
"8645","ENSG00000256070"
"8646","ENSG00000261679"
"8647","ENSG00000223889"
"8648","ENSG00000230795"
"8649","ENSG00000284873"
"8650","ENSG00000285029"
"8651","ENSG00000270954"
"8652","ENSG00000136939"
"8653","ENSG00000271368"
"8654","ENSG00000248337"
"8655","ENSG00000185674"
"8656","ENSG00000235691"
"8657","ENSG00000236814"
"8658","ENSG00000271509"
"8659","ENSG00000218363"
"8660","ENSG00000228075"
"8661","ENSG00000211716"
"8662","ENSG00000223558"
"8663","ENSG00000239648"
"8664","ENSG00000204705"
"8665","ENSG00000277103"
"8666","ENSG00000231922"
"8667","ENSG00000227000"
"8668","ENSG00000206444"
"8669","ENSG00000221837"
"8670","ENSG00000273643"
"8671","ENSG00000235141"
"8672","ENSG00000109424"
"8673","ENSG00000248249"
"8674","ENSG00000260347"
"8675","ENSG00000269711"
"8676","ENSG00000228510"
"8677","ENSG00000279049"
"8678","ENSG00000260382"
