"","Correlation","Gene"
"3943",0.899925856446268,"MCM3"
"3944",0.673482607155506,"RNF8"
"3945",0.886313253986268,"PHACTR1"
"3946",0.910007732882994,"MDGA1"
"3947",0.73902249108297,"ICK"
"3948",0.747320906375796,"FBXO9"
"3949",0.702926222592703,"CD83"
"3950",0.666137777129298,"MDN1"
"3951",0.974588743054384,"GLP1R"
"3952",0.786902391632644,"SAYSD1"
"3953",0.619306366549925,"BMP5"
"3954",0.331821649778545,"BACH2"
"3955",0.896599746323427,"RBM24"
"3956",0.924266607253166,"CAP2"
"3957",0.163209418399384,"TREML2"
"3958",0.785823062273032,"ZNF451"
"3959",0.913443705015601,"BAG2"
"3960",0.832519672008782,"RAB23"
"3961",0.456650760569823,"TSPO2"
"3962",0.271540194209104,"FHL5"
"3964",0.337006538812255,"KHDRBS2"
"3965",0.704439777905762,"FBXL4"
"3966",0.432558451241176,"CCNC"
"3967",0.20219861087455,"PRDM13"
"3968",0.70102481971848,"E2F3"
"3969",0.857447221238296,"PTP4A1"
"3970",-0.0485691377482674,"SIM1"
"3971",0.845371937207493,"ASCC3"
"3973",-0.141990749483792,"BVES"
"3974",0.915727339740024,"COL9A1"
"3975",0.725695332869157,"MED23"
"3976",0.810177016805519,"WASF1"
"3977",0.956790757267304,"GPLD1"
"3978",0.919448706312492,"ALDH5A1"
"3979",0.599942241546298,"AIM1"
"3980",0.893677144945796,"VNN1"
"3981",0.694918163343645,"VNN2"
"3982",0.849905489276939,"ACOT13"
"3983",0.679697599504496,"SMAP1"
"3984",0.670297447051476,"RPS12"
"3985",0.496751533231088,"C6orf62"
"3986",-0.125874125874126,"B3GAT2"
"3987",0.932333689117356,"GMNN"
"3988",0.0193910262434632,"EYA4"
"3989",0.246742133128158,"SOBP"
"3991",0.86262794827667,"SNX3"
"3992",0.721839556484444,"SLC17A2"
"3993",0.616748818186373,"HBS1L"
"3994",0.705246537642273,"TRIM38"
"3995",0.82853111951913,"PEX7"
"3996",0.237149118638577,"ZBTB24"
"3997",0.747369983645622,"FIG4"
"3998",0.800358509528925,"PERP"
"3999",0.878766797247135,"ARFGEF3"
"4000",0.566191773830727,"SLC16A10"
"4001",0.343593121797927,"HECA"
"4002",0.724743811612275,"ADGRG6"
"4003",0.477462027700299,"PHACTR2"
"4004",0.500647221181351,"EPM2A"
"4005",0.689249903901661,"SLC39A7"
"4006",0.78047623494599,"CCR6"
"4007",0.964545047031928,"UNC93A"
"4008",0.741619848709566,"SLC22A2"
"4009",-0.0517255503713815,"PHF1"
"4010",0.833021645568177,"CUTA"
"4011",0.0744436248114783,"PACRG"
"4012",0.694668878130644,"QKI"
"4013",-0.0676510091491738,"C6orf118"
"4014",0.471883073317577,"PDE10A"
"4015",0.865639525178528,"MDFI"
"4016",0.372656192985949,"TFEB"
"4017",0.93100569220346,"SMOC2"
"4018",0.443755909357192,"CCND3"
"4019",0.708720346528533,"BYSL"
"4020",0.532193278353293,"FAM120B"
"4021",0.673633014179727,"TBP"
"4022",0.239978060151705,"GUCA1B"
"4023",0.284015109628243,"PRPH2"
"4024",0.191994374547069,"GLTSCR1L"
"4025",0.734801016476315,"PPP2R5D"
"4026",0.585423412396189,"MRPL2"
"4027",0.724401552990821,"PTK7"
"4028",0.45045327965838,"SRF"
"4029",0.420637736596922,"CUL9"
"4030",0.602926898873329,"DNPH1"
"4031",0.812201941004355,"DUSP22"
"4032",0.766188937249931,"EXOC2"
"4033",0.848715104998918,"COX7A2"
"4034",0.57498886573324,"TMEM30A"
"4035",0.791308941477158,"GMDS"
"4036",0.693286408226226,"SENP6"
"4038",0.424110487042362,"VEGFA"
"4039",0.74924877440657,"PRPF4B"
"4040",0.896341172995659,"TTK"
"4041",0.778044726298219,"SLC29A1"
"4042",0.552335099737028,"WISP3"
"4043",0.147210856739534,"BTN2A1"
"4044",0.942564970340818,"LAMA4"
"4045",0.926541026647989,"FAM46A"
"4046",0.160537690488393,"CLIC5"
"4047",0.0499298599101271,"FBRSL1"
"4048",0.772201472551018,"ENPP5"
"4049",0.640835262234585,"LY86"
"4050",0.672053545002952,"PRSS16"
"4051",0.993108686596153,"MEP1A"
"4052",0.91522691307595,"TBX18"
"4053",0.58827591534158,"ERBB2IP"
"4054",0.960639030179485,"PCDHB2"
"4055",0.605580679302321,"HARS2"
"4056",0.592845401924359,"NUDT12"
"4057",0.544628149142214,"CEP72"
"4058",0.916956481641066,"MAN2A1"
"4059",0.803199315790884,"SEMA5A"
"4060",0.93240410695451,"C7"
"4061",0.173868975280814,"PAPD7"
"4062",0.979488192703462,"GHR"
"4063",0.922160632090616,"HMGCS1"
"4064",0.648792807441219,"DAP"
"4065",0.133459413904752,"NME5"
"4066",0.712742523221614,"BRD8"
"4067",0.93718124146338,"KIF20A"
"4068",0.832693606921655,"NNT"
"4069",0.83254164660323,"MRPS30"
"4070",0.923085133403267,"HSPA9"
"4071",0.714332691709249,"MRPS27"
"4072",0.755859736422773,"PFDN1"
"4073",0.49483710762309,"HBEGF"
"4074",0.0458445570727739,"SLC4A9"
"4075",0.755941227048023,"LOX"
"4076",0.823995341057439,"GZMK"
"4077",0.994459833795013,"CDH9"
"4078",0.805621990773208,"APBB3"
"4079",0.343371356561115,"TMCO6"
"4080",0.735172337825462,"SPARC"
"4081",0.719894035999324,"IK"
"4082",0.934461440803653,"HMGCR"
"4083",0.544865919026942,"COL4A3BP"
"4084",0.722446533458896,"FAF2"
"4086",0.942282900864818,"PCDHB3"
"4087",0.948835151237863,"PCDHB5"
"4088",-0.0830366193912251,"PCDHB6"
"4089",0.275490928242344,"PCDHB7"
"4090",0.917249025860857,"PDE8B"
"4091",0.393158720603829,"CLK4"
"4092",0.177944071082079,"PCDHB15"
"4093",0.990958060183681,"HAVCR1"
"4094",0.218222878547801,"GRM6"
"4095",0.901618054983315,"ITK"
"4096",0.498751500514124,"RNF130"
"4097",0.0304189503939198,"THG1L"
"4098",0.672389278436322,"ARSB"
"4099",0.726776416879706,"CLINT1"
"4100",0.985617228396495,"THBS4"
"4101",0.627833793313184,"CNOT6"
"4102",-0.123612846514549,"IL12B"
"4103",0.933652359345464,"BTNL8"
"4104",0.913750019094321,"TTC1"
"4105",0.661312319226809,"MSH3"
"4106",0.855320035134393,"RASGRF2"
"4107",0.62342096841616,"GABRG2"
"4108",0.337337460265438,"CCNG1"
"4109",0.505515849805241,"POLR3G"
"4110",0.673429295796954,"DROSHA"
"4111",0.958116721311039,"CDH6"
"4112",0.887445854236556,"LMNB1"
"4113",0.884560710165094,"ARRDC3"
"4114",0.818932769523315,"GOLPH3"
"4115",0.903340194379597,"SUB1"
"4116",0.859154425000805,"NPR3"
"4117",0.649087083376218,"FAM172A"
"4118",0.291557718449918,"SLC27A6"
"4119",0.551274373813793,"TARS"
"4120",0.29153062828929,"IRX4"
"4121",0.671889702356677,"LNPEP"
"4122",0.882383863171655,"PDE4D"
"4123",0.572368209444551,"RAD1"
"4124",0.713882914228343,"BRIX1"
"4125",0.823240033926277,"AGXT2"
"4126",0.901121918146615,"PRLR"
"4127",0.662443345839756,"SLC12A7"
"4129",0.742958203586332,"RAD50"
"4131",0.66547443481863,"ST8SIA4"
"4132",0.916855677810794,"GNPDA1"
"4133",0.525319953331579,"PCDH12"
"4134",0.833472640933638,"SKP1"
"4135",0.887147732573916,"NUP155"
"4136",0.739219944970972,"PPP2CA"
"4137",0.692444391838137,"FGF1"
"4138",0.707666557919613,"NR3C1"
"4139",0.811106520001223,"C5orf15"
"4140",0.740396442536625,"PPWD1"
"4141",0.731703012824507,"LIFR"
"4142",0.556171702704579,"TRIM23"
"4143",0.645040042461638,"TRAPPC13"
"4144",0.939060073597897,"C9"
"4145",0.800543516614033,"SEC24A"
"4146",0.575835799802612,"TXNDC15"
"4147",0.70146548646753,"TTC33"
"4148",0.697864767962385,"RARS"
"4149",0.485371418117331,"WWC1"
"4150",0.665770925992579,"H2AFY"
"4151",0.783912976891904,"TCERG1"
"4152",0.89190254160767,"DPYSL3"
"4153",0.76644994734632,"SMAD5"
"4154",0.604438845031694,"CSNK1A1"
"4155",-0.030111328069821,"HMGXB3"
"4156",0.653505673373693,"ERGIC1"
"4157",0.818415937242904,"PDGFRB"
"4158",0.960707849892544,"CDX1"
"4159",0.85874150878071,"ATP6V0E1"
"4160",0.391626315509636,"BNIP1"
"4161",0.933050042334103,"STC2"
"4162",0.70673331651455,"CPEB4"
"4163",-0.0931117661204893,"HRH2"
"4164",0.869795576135763,"DBN1"
"4165",0.704427280765688,"ZNF346"
"4166",0.852342936655061,"UNC5A"
"4167",0.814115053249115,"EHHADH"
"4168",0.677815664414099,"CNTN3"
"4169",0.85939614190449,"SMC4"
"4170",0.424630024582183,"SELK"
"4171",0.734268511210646,"ACTR8"
"4172",0.18943156264103,"TBCCD1"
"4173",0.768161728845393,"TIMMDC1"
"4174",0.785121671213415,"CRBN"
"4175",0.887254013381915,"KNG1"
"4176",0.910626915282237,"HRG"
"4177",0.629058448589595,"BCL6"
"4178",0.8469864641742,"HGD"
"4179",0.399609333924407,"CLDN16"
"4180",-0.197559050987065,"ARL6"
"4181",0.352073547048841,"NPHP3"
"4182",0.607428785124136,"CD86"
"4183",0.863394476620667,"AMOTL2"
"4184",0.443555154890674,"NIT2"
"4185",0.840579431052048,"FAM162A"
"4186",0.175473025180445,"OGG1"
"4187",0.665066435390677,"KPNA1"
"4188",0.81173650575847,"PCCB"
"4189",0.73721409633729,"UBE3A"
"4190",0.741279139452519,"ARMC8"
"4191",0.592385923024528,"CEP70"
"4192",0.672635165356055,"RBP2"
"4193",0.868108047346703,"RBP1"
"4194",0.760602820305273,"SLC25A36"
"4195",-0.113603819424615,"GRK7"
"4196",0.436418110552395,"RNF7"
"4197",0.434708033468035,"TFDP2"
"4198",0.342374156077902,"XRN1"
"4199",0.671736106352615,"KAT2B"
"4200",0.825164058773687,"BCHE"
"4201",-0.114864106440717,"SERPINI2"
"4202",0.775710276708903,"PDCD10"
"4203",0.985599487412106,"LRRC31"
"4204",0.740581236255285,"WNT5A"
"4205",0.400332657237137,"PFKFB4"
"4206",0.801367223001875,"COL7A1"
"4207",0.503968322151294,"FGF12"
"4208",0.667950100380787,"PRKAR2A"
"4209",0.787149087974649,"HES1"
"4210",0.450081997766058,"USP4"
"4211",0.677930823893268,"ACAP2"
"4212",0.870061875637624,"ECT2"
"4213",0.113669527617929,"GNAT1"
"4214",0.125603799497713,"GNAI2"
"4215",0.749783878538085,"TFG"
"4216",0.525734879820376,"USP9Y"
"4217",0.842269622219688,"HYAL1"
"4218",0.658895426983544,"TUSC2"
"4219",0.649673974091156,"NPRL2"
"4220",0.144023118799956,"RPL24"
"4221",0.74590517335106,"CYB561D2"
"4222",0.306343623365722,"C3orf14"
"4223",0.692036363661432,"FXR1"
"4224",0.48655690473409,"CBLB"
"4225",0.74107764103502,"BBX"
"4226",0.611225925508929,"IFT57"
"4227",0.794229615691632,"GNB4"
"4228",-0.213477092395388,"HHLA2"
"4229",0.335574058274574,"IQCG"
"4230",0.697417212652617,"GBE1"
"4231",0.333082052595742,"MORC1"
"4232",0.746101118371184,"UMPS"
"4233",0.814550305272525,"NCBP2"
"4234",0.452604466776963,"SNX4"
"4235",0.967494259437385,"C3orf52"
"4236",0.686813265026019,"FRMD4B"
"4237",0.839047136355093,"SLC41A3"
"4238",0.370314814616089,"ROPN1B"
"4239",0.706408017614896,"PLXNA1"
"4240",0.764020566937637,"ATP6V1A"
"4241",0.348332356609174,"ABTB1"
"4242",0.966813633806917,"PODXL2"
"4243",-0.177573944404062,"UPK1B"
"4244",0.557521479025697,"CSPG5"
"4245",0.0404503689302904,"KLHL18"
"4246",0.595385980675055,"SCAP"
"4247",0.585750078074749,"EFCC1"
"4248",0.853615428115075,"KIAA1257"
"4249",0.199292292563049,"NEK11"
"4250",0.762642605046055,"MRPL3"
"4251",0.873318474823275,"PLSCR4"
"4252",-0.0153185446055378,"HEMK1"
"4253",0.579773516428547,"CISH"
"4254",0.683606751267245,"MAPKAPK3"
"4255",0.74773913334595,"ACVR2B"
"4256",0.844865088998679,"WDR48"
"4257",0.781193872324171,"COMMD2"
"4258",0.352809914785757,"GORASP1"
"4260",0.679815236198868,"RRP9"
"4261",0.86391483685161,"ABCC5"
"4262",0.853364083589018,"AADAC"
"4263",0.458620212364317,"ABHD14B"
"4264",0.850899951433567,"EIF1B"
"4265",-0.22382176503395,"ABHD14A-ACY1"
"4266",0.768022597356898,"ARHGEF26"
"4267",0.779921619211907,"KLHL24"
"4268",0.826225561396459,"PLCH1"
"4269",0.801537331957313,"VIPR1"
"4270",0.806958148389033,"DNAH1"
"4271",0.77739546342156,"SSR3"
"4272",0.485637830617082,"ZBTB47"
"4273",0.952092649049486,"TNNC1"
"4274",0.370873671852727,"NKTR"
"4275",0.536396762576531,"CLCN2"
"4276",0.816429677428469,"FOXP1"
"4277",0.731846505726629,"EIF4G1"
"4278",0.978460913352589,"SPCS1"
"4279",0.72105251366106,"NEK4"
"4280",0.599030611533668,"SLC4A3"
"4281",0.858230236572132,"INO80D"
"4282",0.510806631386179,"EEF1B2"
"4283",0.595967992855966,"ADAM23"
"4284",0.593293367170214,"DGUOK"
"4285",0.810879015550165,"MOB1A"
"4286",0.647470978634677,"KANSL3"
"4287",0.683563407546407,"LMAN2L"
"4288",0.637988387984222,"RTKN"
"4289",0.457141922100707,"TTL"
"4290",-0.129730097978385,"IL1A"
"4291",0.962994287948444,"CCL20"
"4292",0.621210006100603,"PIKFYVE"
"4293",0.667781544097798,"KCNIP3"
"4294",0.757685720005713,"FAHD2A"
"4295",0.772588889279307,"NCL"
"4296",0.532068135197891,"ACTR1B"
"4297",0.7667948215707,"SLC35F5"
"4298",0.788562881589497,"ZAP70"
"4299",0.66994249007036,"ACTR3"
"4300",0.773213049870491,"STEAP3"
"4301",0.612612685013325,"EPB41L5"
"4302",0.929977985175289,"TFCP2L1"
"4303",0.761899229706422,"SF3B6"
"4304",0.926908836080862,"TP53I3"
"4305",-0.249864059943679,"DNAJC27"
"4306",-0.168547276756283,"POMC"
"4307",0.778797598212617,"STAM2"
"4308",0.48499303368208,"OTOF"
"4309",0.7639634621008,"GPD2"
"4310",0.798821567964278,"CENPA"
"4311",0.547761270310615,"CYTIP"
"4312",0.933819953818556,"ACVR1"
"4313",0.877057838179313,"TANC1"
"4314",0.397174219123958,"SLC30A3"
"4315",0.72540061091607,"MPV17"
"4316",0.613213455832013,"GTF3C2"
"4317",0.487018274746434,"EIF2B4"
"4318",0.77051054545665,"NRBP1"
"4319",0.998244967399765,"ITGB6"
"4320",0.793109766233378,"FNDC4"
"4321",0.798748999902632,"ITGA4"
"4322",0.833276029993978,"PSMD14"
"4323",0.730276676358818,"SNX17"
"4325",0.75245943035221,"PPM1G"
"4326",0.47668235437358,"PDE1A"
"4327",0.623500123402486,"REEP6"
"4328",0.374517002047936,"PCSK4"
"4329",0.441468207860418,"GCG"
"4330",0.424513164975671,"APC2"
"4331",0.330407287937017,"IFIH1"
"4332",0.767209482126532,"RPS15"
"4333",0.325606869018776,"GCA"
"4335",0.491210408091972,"MOGS"
"4336",0.605243833821242,"TTC31"
"4337",0.314807536905264,"NDUFS7"
"4338",0.547557365418325,"PCGF1"
"4339",0.371024446572321,"GRB14"
"4340",0.702239550527798,"CLIP4"
"4341",-0.139202641807123,"TLX2"
"4342",0.601822153047479,"SPTBN1"
"4343",0.808360212414493,"AUP1"
"4344",0.862743697277502,"RTN4"
"4345",0.711388055422844,"HTRA2"
"4346",0.513528583493963,"LOXL3"
"4347",0.797461699011088,"DOK1"
"4348",0.944936237020486,"GALNT3"
"4349",0.294694929673876,"POLE4"
"4350",0.308547626454331,"TACR1"
"4351",0.851086866651298,"CCDC88A"
"4352",0.65751536403561,"ACADL"
"4353",0.846103892878723,"EVA1A"
"4354",0.775016092808304,"MRPL19"
"4355",0.756252694319921,"LANCL1"
"4356",0.838997935257867,"WDR75"
"4357",0.87953335079551,"EFEMP1"
"4358",0.998403509213153,"REG1A"
"4359",0.518944883439944,"FANCL"
"4360",0.823149473428499,"FN1"
"4361",0.885979406946527,"STAT1"
"4362",0.928325571130486,"GLS"
"4363",0.778037109982294,"PAPOLG"
"4364",0.392571153100244,"DNAH6"
"4365",0.811169335597106,"PECR"
"4366",0.762826821497943,"UNC50"
"4367",0.859492641237987,"IGFBP2"
"4368",0.418217511508083,"ELMOD3"
"4369",0.840003429876956,"IGFBP5"
"4370",0.743367773497927,"USP34"
"4371",0.69519298122527,"EFHD1"
"4372",0.374664432791098,"KCNJ13"
"4373",0.814989971143278,"CCT4"
"4374",0.932791368408345,"GGCX"
"4375",0.0316322677058748,"NEU2"
"4376",0.743869318616193,"EHBP1"
"4377",0.821277103061484,"OTX1"
"4378",0.437430167528358,"TXNDC9"
"4379",0.677713661886105,"COQ10B"
"4380",0.429527214170508,"GNLY"
"4381",0.702066905967157,"SF3B1"
"4382",0.856324475435664,"ST3GAL5"
"4383",0.915275214935635,"CHST10"
"4384",0.497504453132212,"PDCL3"
"4386",0.650745212378685,"HSPE1"
"4387",0.901044748052791,"KDM3A"
"4388",0.440000983556391,"PLCD4"
"4390",0.502297797692283,"ZNF142"
"4391",0.705885627105436,"IL1R2"
"4392",0.0113438779572279,"PRKAG3"
"4393",0.777408505956603,"SMYD1"
"4394",0.686951428865477,"IL1R1"
"4395",-0.0115205624780797,"WNT6"
"4396",0.124198252976968,"IL1RL2"
"4397",0.841708632622368,"IL1RL1"
"4398",0.599463825136506,"IL18R1"
"4399",0.437683044946508,"IL18RAP"
"4400",0.993984150428314,"SLC9A2"
"4401",0.963489364512408,"FHL2"
"4402",0.893885014806174,"MLPH"
"4403",0.659263157836827,"CNPPD1"
"4404",0.911005317154052,"UXS1"
"4405",0.657833516795377,"ABCB6"
"4406",0.668918683930437,"STK16"
"4408",0.803084584366423,"HDLBP"
"4409",0.742871825203882,"PPP1R7"
"4410",0.0770546786329365,"PASK"
"4411",0.354162491228563,"STK25"
"4412",-0.136949891903811,"TPO"
"4413",0.673547805148388,"PROC"
"4414",0.732035003908263,"ID2"
"4415",0.757525620273963,"TAF1B"
"4416",0.320772632493398,"HPCAL1"
"4417",0.82778803469198,"ODC1"
"4418",0.716843596881622,"BIRC6"
"4419",0.822749960535189,"NOL10"
"4420",0.721568172127869,"PLEKHB2"
"4421",0.866197641413566,"GORASP2"
"4422",0.713449035832588,"STRN"
"4423",0.792409250779798,"CEBPZ"
"4424",0.765759871012552,"PRKD3"
"4425",0.490017028687645,"DCAF17"
"4426",0.807835688504878,"QPCT"
"4427",0.866218324061103,"RAB3GAP1"
"4428",0.93946362359451,"SLC25A12"
"4429",0.622499697272343,"RMDN2"
"4430",0.672344381087327,"DLX2"
"4431",0.285280321780191,"LCT"
"4432",0.696547935705922,"DARS"
"4433",0.72386545609781,"SRSF7"
"4434",0.76973625545878,"SDC1"
"4435",0.462600225538742,"PLCL1"
"4436",0.422395745882724,"SLC1A4"
"4437",0.762625139270622,"SOS1"
"4438",0.509013033215419,"KYNU"
"4439",0.423365283495011,"WIPF1"
"4440",0.845684898452428,"ORC2"
"4441",0.600989448613045,"COX7A2L"
"4442",0.839626371353337,"PNO1"
"4443",0.761809285529663,"ORC4"
"4444",0.805346421845623,"PLEK"
"4445",0.836306525537858,"RND3"
"4446",0.789528072706179,"ATF2"
"4447",0.797067424868161,"THADA"
"4448",0.912427956790479,"AAK1"
"4449",0.764720978319942,"TRAK2"
"4450",0.64677836249111,"C2orf42"
"4451",0.573409853832722,"TIA1"
"4452",0.706629188414302,"PCYOX1"
"4453",0.084824816672826,"KISS1R"
"4454",0.771585075953491,"EPAS1"
"4455",0.801622101004149,"ARID3A"
"4456",0.734015466962462,"SUMO1"
"4457",0.249012073145366,"CD207"
"4458",0.361508169693795,"GRIN3B"
"4459",-0.0519497220070463,"VAX2"
"4460",0.561965760745614,"ATP6V1B1"
"4461",0.78150672323432,"NFE2L2"
"4462",0.831744937633667,"MSH6"
"4463",0.379269217237017,"PLEKHA3"
"4464",0.720545440408366,"SPR"
"4465",0.862101222926338,"EPHA4"
"4466",0.837186934495628,"PARD3B"
"4467",0.903851526366118,"FARSB"
"4468",0.695748682078636,"ALMS1"
"4469",0.687483641273427,"BCL9"
"4470",0.762588179578134,"PRRX1"
"4471",0.946410121012287,"DHCR24"
"4472",0.680952551244818,"DNAJC16"
"4473",0.662199584648207,"MARK1"
"4474",0.549420506015333,"TNR"
"4475",0.542411120708972,"MORN1"
"4476",0.92202076293545,"GPX7"
"4477",0.869786280525905,"CACYBP"
"4478",0.795279772952913,"SCP2"
"4479",0.310115470382961,"TPSG1"
"4480",0.687013397953001,"PAPPA2"
"4481",0.89043496451429,"RALGPS2"
"4482",0.560319124749693,"ANGPTL1"
"4483",0.349921155290742,"CEP104"
"4484",0.813355996959032,"FAM20B"
"4485",0.327820750446603,"TCEANC2"
"4486",0.846100181796005,"TMEM59"
"4487",0.80342559525794,"LRRC42"
"4488",0.583719478130657,"WRAP73"
"4490",0.776886259076064,"MRPL37"
"4491",0.454722830662164,"ICMT"
"4492",-0.152418269444336,"RPL22"
"4493",0.0422387569364722,"CHD5"
"4494",0.871912956400091,"QSOX1"
"4495",0.430643189014962,"STXBP3"
"4496",0.0834402186394161,"PHF13"
"4497",0.733596630681065,"ERRFI1"
"4498",0.759020401732603,"PARK7"
"4499",0.994375219966767,"KIAA1324"
"4500",0.203455979297691,"OPRD1"
"4501",0.463347681047558,"AMPD2"
"4502",0.348620128588689,"SRSF4"
"4503",0.722834074829584,"MECR"
"4504",0.738684177067679,"KCNC4"
"4505",0.949529579725908,"EDEM3"
"4506",0.572508927462925,"WDR77"
"4507",0.845802611835866,"ATP5F1"
"4508",0.509294056420706,"RAP1A"
"4509",0.872204125385534,"HDAC1"
"4510",0.461734961821173,"CAPZA1"
"4511",0.645923953858861,"S100PBP"
"4512",0.688738123286138,"RNF19B"
"4513",0.769352730170106,"SCAMP3"
"4514",0.4432084699243,"TRIM62"
"4515",0.835971506125799,"ASH1L"
"4516",-0.0898973105199135,"DLGAP3"
"4517",0.401115857531933,"SFPQ"
"4518",0.643490939248968,"RHOU"
"4519",0.720241305645023,"GON4L"
"4520",0.894325309200436,"ARHGEF2"
"4521",0.823082686118816,"LAMTOR2"
"4522",0.344985629256154,"MEF2D"
"4523",0.574143291660943,"DOCK7"
"4524",0.314844952274808,"SRM"
"4525",0.8196839955108,"FBXO2"
"4526",0.801670948180856,"FBXO6"
"4527",0.764202606906822,"C1orf21"
"4528",0.747861187019923,"SWT1"
"4529",0.60183856536942,"MAD2L2"
"4530",0.913327380181551,"DNAJC6"
"4531",0.684905174757427,"LEPR"
"4532",0.670315968528393,"IVNS1ABP"
"4533",0.270233381437284,"KIAA2013"
"4534",0.772835593934205,"MFN2"
"4535",0.950046397814336,"PRG4"
"4536",0.178508095896416,"MIIP"
"4537",0.799902134374625,"SMG7"
"4538",0.809288869063237,"NCF2"
"4539",0.783828396171621,"SLC35D1"
"4540",0.673868192800947,"PLA2G4A"
"4541",0.766193523212664,"GADD45A"
"4542",0.688247201611686,"PRAMEF12"
"4543",0.837274270638606,"WLS"
"4544",0.639005946624562,"PRDM2"
"4545",0.81421663117407,"RGS2"
"4546",0.12793206052938,"RPE65"
"4547",0.871525257485502,"TROVE2"
"4548",0.390333164880701,"AMPD1"
"4549",0.664345041379072,"UCHL5"
"4550",0.604569488317319,"BCAS2"
"4551",0.627635109664781,"SRSF11"
"4552",0.51900748837638,"CTH"
"4553",0.957256027751719,"AGMAT"
"4554",0.824748754769122,"OLFML3"
"4556",0.794668495572735,"CFHR3"
"4557",0.329153939294749,"PLEKHM2"
"4558",0.659890659677279,"CRYZ"
"4559",0.457670400469767,"PHTF1"
"4560",0.337817179937428,"ZBTB17"
"4561",0.791015576523964,"CD58"
"4562",0.0935468161343245,"TFAP2E"
"4563",0.809176107482217,"CD2"
"4564",0.823566122456615,"TTF2"
"4565",0.72689367841283,"NR5A2"
"4566",0.695533905887865,"KIF21B"
"4567",0.707959334436049,"TMEM9"
"4568",0.339934929197432,"ADPRHL2"
"4569",0.761929642096484,"MAP7D1"
"4570",0.527347326029277,"WARS2"
"4571",0.827134622628516,"HAO2"
"4572",0.450252431440222,"OSCP1"
"4573",0.902113937499133,"MRPS15"
"4574",0.773649845511188,"EXOC8"
"4575",0.826880463948021,"GNPAT"
"4576",0.78107914568884,"TSNAX"
"4577",0.643288576708036,"C1orf109"
"4578",0.722242762025804,"RRAGC"
"4579",0.895679344579045,"TBCE"
"4580",0.879532721733825,"NID1"
"4581",0.871651150687088,"LGALS8"
"4582",-0.0711190586619088,"NT5C1A"
"4584",0.849639571657735,"MTR"
"4585",0.30606768025543,"BMP8B"
"4586",0.710587089613812,"MYCL"
"4587",0.827481098765631,"SIPA1L2"
"4589",0.532307502443521,"RLF"
"4590",0.726480901702829,"KMO"
"4591",0.5737744338813,"ZNF684"
"4592",0.491728470611909,"KCNQ4"
"4593",-0.27120098947659,"RIMS3"
"4594",0.606140379374344,"AKT3"
"4595",0.63148525932763,"ETV3"
"4596",0.746301091211166,"ACADM"
"4597",0.951231289006252,"ST6GALNAC5"
"4598",0.315447042767611,"SLAMF1"
"4599",0.0242075825255519,"CD48"
"4600",0.780436895516833,"ADGRL2"
"4601",0.486050448880434,"PADI2"
"4602",0.8431941563974,"SDHB"
"4603",0.966950048221263,"MFAP2"
"4604",0.628603848380897,"RPF1"
"4605",0.899621282045382,"KDM5B"
"4606",0.00585766487924191,"UAP1"
"4607",0.997873019139015,"ACTL8"
"4608",0.521479337071124,"CTBS"
"4609",0.588120665630053,"RGS4"
"4610",0.835598944681142,"KLHL12"
"4611",0.488016164330823,"IGSF21"
"4612",0.821435732651197,"SSX2IP"
"4613",0.520388700844819,"ZNHIT6"
"4614",0.306700856805683,"PLA2G2D"
"4615",0.640557846460332,"RBBP5"
"4616",0.61599781394165,"GBP3"
"4617",0.541273745448463,"GBP1"
"4618",0.300374689799118,"KIF17"
"4619",0.0410652320067689,"GPR89A"
"4620",0.895429982176416,"CDK18"
"4621",0.845711104216312,"RAB29"
"4622",0.258904415277278,"CD160"
"4623",0.821986712177563,"ECE1"
"4624",0.853485792551982,"HMGCL"
"4625",0.898096592970848,"GALE"
"4626",0.561413682054788,"ID3"
"4627",0.993355332195937,"CR2"
"4628",0.940268117270773,"CD46"
"4629",0.730424791396783,"PRPF3"
"4630",0.667706662223123,"APH1A"
"4631",0.764062831136174,"P3H1"
"4632",0.984001455783396,"SLC2A1"
"4633",0.094973500647819,"EBNA1BP2"
"4634",0.931609098606139,"CDC20"
"4635",-0.0308207530793886,"MPL"
"4636",-0.0345456887740592,"ARTN"
"4637",0.600922364493316,"IPO13"
"4638",0.777253667946981,"ATP6V0B"
"4639",0.392740310517,"B4GALT2"
"4640",0.694053316124656,"ERI3"
"4641",-0.0087468266576825,"PTCH2"
"4642",0.842472239092683,"AKR1A1"
"4643",0.936279507429898,"PRDX1"
"4644",0.394193028337166,"PIK3R3"
"4645",0.999107542471206,"TSPAN1"
"4646",0.907338829760731,"BLZF1"
"4648",0.864398632830148,"SLC19A2"
"4649",0.713772158430875,"FAAH"
"4650",0.291232951910706,"NSUN4"
"4651",0.665350591944121,"TMED5"
"4653",0.758271334750904,"DR1"
"4654",0.823597576676563,"CNN3"
"4655",0.891261964431441,"PRRC2C"
"4656",0.88159898860221,"F3"
"4657",0.638159563620778,"ABCD3"
"4658",0.914450353901393,"VAMP4"
"4659",0.304387995050266,"DPH5"
"4660",0.128975553870873,"FASLG"
"4661",0.570876867447994,"PTBP2"
"4662",0.981729623085723,"TNFSF4"
"4663",0.657030977243079,"PRDX6"
"4664",0.919535023661438,"DARS2"
"4665",0.920741077200748,"HSD11B1"
