"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MTX3",136.419525236814,1.28993892233669,0.224837438349996,5.73720698742658,9.62505987493122e-09,5.9600231351944e-07
"TPR",698.107748835886,1.28972891895423,0.226186187429307,5.70206754714996,1.18362904074805e-08,7.14337280135515e-07
"HIST2H2BE",128.627903353146,2.02305773282748,0.355022236604464,5.69839723893521,1.2093899459752e-08,7.27249398198875e-07
"ERBB2IP",649.673321276838,1.06087581429722,0.186283760032871,5.6949452497095,1.23411517218747e-08,7.36797721259021e-07
"CDH13",49.0606784783189,2.04718520634459,0.359655487713262,5.69207276485859,1.2550634249169e-08,7.46628266744316e-07
"AP3M1",227.338052860762,1.44940172575017,0.254750338729874,5.68949871853578,1.27412845902391e-08,7.55272517507518e-07
"MRPL13",146.661432178362,2.03158639444432,0.357468074216566,5.68326667744186,1.32145966896297e-08,7.72335217751444e-07
"SF3B6",158.726351841224,1.93228660313433,0.340516709134973,5.67457205857237,1.39035783373678e-08,8.0694043332939e-07
"TSNAX",166.991496989806,2.10995162890413,0.371897754670222,5.67347235203158,1.39931693873293e-08,8.09320216960916e-07
"LGR5",114.393392259959,3.81556043820001,0.67270028973708,5.67200653308964,1.41134593249164e-08,8.13452913408761e-07
"NPC1",322.285460325545,1.2592421909123,0.222443723474491,5.66094727800534,1.50539675504721e-08,8.61697379684582e-07
"KPNA2",113.711367524219,2.21459799327898,0.391639097211416,5.65469078303866,1.56127091379821e-08,8.90619507230712e-07
"MRPL47",66.3440273136168,1.56765882941575,0.278247065399899,5.63405341638626,1.76022460418044e-08,9.93900380740123e-07
"HIST1H2BB",31.247150619518,2.97856525832977,0.528727517539953,5.63345988154417,1.76629621225768e-08,9.93959324580274e-07
"MMP11",140.148197906848,3.53210796120148,0.627362708590483,5.63008912202827,1.80116527592716e-08,1.00677885909794e-06
"ILF2",328.051781732248,1.47813860646894,0.263016452018642,5.61994732696104,1.9101568635457e-08,1.06058276253603e-06
"ZNF670",8.64251035119839,2.62849136948827,0.467842431837399,5.61832615131801,1.92816269156884e-08,1.06702345360339e-06
"KIF14",38.3628413701505,3.04013093811183,0.541682092670175,5.61238959022214,1.99551534118432e-08,1.09361011347461e-06
"TXN",419.782628679205,1.90883115123451,0.340215262363241,5.61065702336565,2.01559887636852e-08,1.09361011347461e-06
"RAD21",620.206273853523,1.76873668845095,0.315192826760397,5.61160197276795,2.00462102744815e-08,1.09361011347461e-06
"TYMS",70.2357773342648,1.94989122964475,0.347434367631631,5.612257770976,1.99703650730178e-08,1.09361011347461e-06
"FAM111B",16.6040438941434,2.81466745875121,0.501662994889503,5.61067387354566,2.01540261106287e-08,1.09361011347461e-06
"CDCA8",21.4760775823408,2.5001182685879,0.446731893599638,5.59646245188061,2.18769674613744e-08,1.16796361219267e-06
"ACTR6",66.3730993656301,1.46702188370295,0.262227516353189,5.59446203092983,2.2130689244397e-08,1.17773447522019e-06
"SLC39A6",142.453992634036,1.24515455163555,0.222687117214643,5.59149791514599,2.25118997956402e-08,1.19420609839484e-06
"AP3B1",204.727520259804,1.05346627075888,0.188835302838173,5.57875701696347,2.42243344986549e-08,1.27691373336739e-06
"HMMR",26.1639105387741,2.75009969668931,0.493176345457244,5.57630089524991,2.45686818846722e-08,1.29097960300626e-06
"GOLPH3L",113.933607920203,1.38935741937817,0.24927122312437,5.57367754674582,2.49417206189296e-08,1.30236438981037e-06
"SCD",8560.90152454806,2.71768748100307,0.48778893935111,5.57144137917175,2.52640373690442e-08,1.31422332995675e-06
"MYO1A",20.9024279661013,4.81085287744038,0.863551239617354,5.57101033121336,2.53266307808199e-08,1.31422332995675e-06
"KIF11",37.7142363475443,2.4659863618315,0.443028327918199,5.5662047016705,2.60347387470673e-08,1.34677218419223e-06
"TBCE",96.5452824585449,1.90131490509217,0.342989302775905,5.54336502539386,2.96713410071639e-08,1.50223564485206e-06
"SERPINI1",23.8946078643632,2.80501565002985,0.506229069661453,5.54100074084197,3.00747945362609e-08,1.51804803815302e-06
"RP1.34B20.21",10.0839115172735,4.42461882903846,0.79948552774514,5.53433261202064,3.12415623104683e-08,1.56744187772732e-06
"TDP2",212.368075555711,1.45706125456975,0.263683950028169,5.52578666397441,3.28012516803362e-08,1.62160541727968e-06
"RCN2",175.311570057171,1.50913000319803,0.273108572040152,5.52575113964626,3.2807890113661e-08,1.62160541727968e-06
"PRIM2",31.2295820150836,1.56442938305838,0.283733715709039,5.51372394764202,3.51319500206363e-08,1.71610818619865e-06
"RAP2A",306.78135350344,2.18135265050745,0.396420424711671,5.50262427092151,3.74179299596114e-08,1.81183273063153e-06
"COPG2",81.0155709478004,1.70663487787583,0.310864925862065,5.48995636334053,4.02033055088292e-08,1.9180731767633e-06
"CDC23",117.117758209786,1.41813793537602,0.258374911463584,5.48868281112462,4.04942032219867e-08,1.92168644748898e-06
"OPN3",173.269767882927,1.3995001799749,0.25511825634419,5.4856920082065,4.11853929697422e-08,1.94893491675283e-06
"METTL5",59.845020364614,1.72296017977493,0.314410042333473,5.4799782061271,4.25378230001287e-08,2.00156078450041e-06
"TMEM14A",187.058854286667,1.81463529458787,0.331643386350005,5.47164626003657,4.45874140597999e-08,2.08260693817148e-06
"HIST1H1B",143.843197240251,2.90657530836473,0.531225204785331,5.47145595160395,4.46353291065149e-08,2.08260693817148e-06
"PSMD4",339.388669469006,1.27854010687327,0.233878160657313,5.46669301349021,4.58509116400097e-08,2.12149620885456e-06
"CPD",1666.60835141266,1.84640564324143,0.338619983347294,5.45273679653965,4.96004571625411e-08,2.26976597515508e-06
"RPS6KA3",1001.52020138469,2.01195248279365,0.369194087705636,5.44957936703962,5.0489088488573e-08,2.30410067658674e-06
"TPX2",81.2037597430436,1.98072426317556,0.363735761607587,5.44550322580721,5.16591270812835e-08,2.34464871878185e-06
"VPS35",249.052490739152,1.275876144136,0.234362271848956,5.44403386291753,5.2087311380634e-08,2.35765854800875e-06
"KIAA1524",24.5811903670951,2.19964174535183,0.404582555088029,5.43681806763328,5.42404709246076e-08,2.44846483520648e-06
"SNRPD2",209.166355651564,1.61200605429854,0.296609277944391,5.43477960457044,5.48642030918755e-08,2.45207305474271e-06
"NME1",83.4163857535163,1.9933911565012,0.366794051050634,5.43463327933315,5.49092423256908e-08,2.45207305474271e-06
"ORMDL2",89.9755807315238,1.24203302130818,0.228739013564373,5.42991334077184,5.63814230600325e-08,2.49772703167809e-06
"SLC39A1",501.680292962031,1.30118931145112,0.239755216675415,5.42715745456622,5.72586136368684e-08,2.52985869323426e-06
"DAP3",376.158022717935,1.47496950743384,0.271823763601241,5.42619779776719,5.7567162736697e-08,2.53676251244752e-06
"TFRC",508.35252345629,1.51399316109239,0.279198367750954,5.42264331016032,5.87240996439643e-08,2.58091643210954e-06
"BUB1",38.2366581271234,2.67316295016189,0.493518115528006,5.41654473473971,6.07617934781254e-08,2.66344524727667e-06
"NUP205",223.046217812998,1.13876906922239,0.210380613145802,5.41289927904707,6.20123754950515e-08,2.70403177649496e-06
"OTUD6B",77.2230133437895,1.91774016928024,0.354494869653601,5.40978257641411,6.31013113385256e-08,2.73776591621229e-06
"HIST1H2BN",37.5001195968963,2.07725155533046,0.384729862065578,5.39924700458106,6.69211833971348e-08,2.88037765334903e-06
"SRP9",222.723945217206,1.81790199566473,0.336797490622561,5.39761146172552,6.75339188610156e-08,2.8992589857421e-06
"DCAF13",116.658842261025,1.59099373743509,0.29486018453494,5.39575643264433,6.82354603752218e-08,2.91435400889761e-06
"C6orf89",553.119489823759,1.02415798962824,0.190578036905254,5.3739560248351,7.70276510697944e-08,3.25647102504966e-06
"RPS18",1237.57799877671,3.03730995660944,0.565304946714867,5.37286994260361,7.74932242283972e-08,3.26785983790484e-06
"KIF20B",60.5737749052754,2.00510365472524,0.373712483901097,5.36536439402408,8.07859558335456e-08,3.38955079677423e-06
"HIST1H2AI",23.3161254901939,3.22628172699291,0.601426094687395,5.36438600767705,8.12250359890336e-08,3.39941061424456e-06
"LARS",356.119595603567,1.05628201440627,0.196928670234913,5.36377975409195,8.14982691253551e-08,3.40229741559158e-06
"EPS8L3",71.1921998887788,4.27147717634641,0.79764674777429,5.35509884327279,8.55096595141549e-08,3.54312039434646e-06
"STIP1",267.168959527545,1.15923334253043,0.216746014110458,5.34834906786183,8.8760151156129e-08,3.66338956633706e-06
"CENPE",27.4375750068634,2.58111294238145,0.482753657802784,5.34664605987489,8.95989817844909e-08,3.6759858117839e-06
"MCM2",91.199856374344,1.77372972297161,0.332190783313689,5.33949107581552,9.32078575155285e-08,3.80530216332392e-06
"POLR2K",166.001886251867,1.84308328281356,0.345276286759509,5.33799555165311,9.39797642388346e-08,3.82743504382951e-06
"PPAT",50.6981733321685,1.95001827034309,0.365938811471979,5.32880965126163,9.88585373876369e-08,4.01630892016065e-06
"SPINK1",65.9442188900211,3.72537134266168,0.700571044683681,5.31762106203482,1.05132733467553e-07,4.25047558584718e-06
"RGS5",511.46010784846,1.81925258819728,0.342518049919886,5.31140647514139,1.08782393427269e-07,4.38738093781602e-06
"RPL27",1161.4479549059,2.40143308736182,0.45310631493334,5.29993294777874,1.15845217558976e-07,4.66095118086923e-06
"SNRPE",67.3343494718105,2.70874315006254,0.511307027046381,5.29768418343452,1.17280583299547e-07,4.68475461875431e-06
"ATP8B1",290.400324663856,1.78713686001749,0.337483301934286,5.29548232393874,1.18702676423836e-07,4.73021646218144e-06
"TOMM20",949.495699367662,2.31360985441158,0.43702914504258,5.29394865458267,1.19703055430424e-07,4.75869640645485e-06
"RAD51AP1",12.9033991187836,3.30451635126036,0.62436240273829,5.29262546362116,1.20572694901609e-07,4.7818556642288e-06
"TATDN1",68.5922399575184,2.25535174917315,0.426560661958061,5.28729428264741,1.24138843590801e-07,4.88837049099755e-06
"HJURP",28.7186328842959,2.89781047033515,0.548982093788951,5.27851546183431,1.30234678663439e-07,5.08037246486396e-06
"SLC35B3",117.447062760623,1.51857324362742,0.287675644493497,5.27876889370017,1.30054710013284e-07,5.08037246486396e-06
"SKA1",14.875567526065,3.12554027778235,0.592294105808561,5.2770072285551,1.31310708611702e-07,5.11037961061945e-06
"TSN",329.98029227998,1.39215839756678,0.264174751647838,5.26983895653515,1.36543504230296e-07,5.27704211128549e-06
"COA6",89.0847013089804,2.11494432628279,0.401381348104987,5.2691644399221,1.37046153145385e-07,5.28420780773767e-06
"SKA3",16.0380247448543,3.3364230385134,0.634952078936048,5.2546060548444,1.4834164634862e-07,5.68029150167578e-06
"KNTC1",114.693442892064,1.82651481783368,0.347720266595367,5.25282818777757,1.4978124632686e-07,5.72226197262962e-06
"CCT4",478.622033639751,1.41083198858822,0.26871690327593,5.25025397133102,1.51889647418963e-07,5.78953285367887e-06
"C1orf131",66.6634639176124,1.30372643718594,0.2484346368602,5.24776437642862,1.53956025625548e-07,5.85489844485104e-06
"SPAG5",78.9930500442396,1.46381309232804,0.2794968948071,5.23731432987232,1.62930072291395e-07,6.16801412308583e-06
"KIAA0196",334.087739571764,1.72950462043416,0.330825062516854,5.22785247065749,1.71490258859437e-07,6.46269964213041e-06
"APLN",20.2419085107461,2.79160840608275,0.534303945785052,5.22475723435103,1.74383747042922e-07,6.5421398074188e-06
"PUS7L",135.865107181693,1.36073191399309,0.261004890781777,5.21343454491347,1.85375959225507e-07,6.86179411737614e-06
"USMG5",198.481882386042,1.96977963440975,0.378218570996773,5.20804578479188,1.90839841847341e-07,7.03278594170612e-06
"CCT5",344.707371518858,1.30855153497536,0.251367392669585,5.205733015242,1.93232301926959e-07,7.09392673941818e-06
"HIST1H2BC",100.845280789914,2.01869847221831,0.387856656076626,5.20475397441545,1.94253787888541e-07,7.09392673941818e-06
"GMFB",187.331321505071,1.81649241954267,0.349018446302521,5.20457425327078,1.94441866763937e-07,7.09392673941818e-06
"BAG2",126.957310546783,2.14876522190232,0.412935818808614,5.20363001713402,1.95432908786079e-07,7.1076986062221e-06
"EIF3E",884.510454895881,2.23531951614454,0.429904315498255,5.19957449962749,1.99745255926191e-07,7.24870746832801e-06
"FIGNL1",35.9511139900168,1.64659150113953,0.317061201884517,5.1932923087173,2.06607405167204e-07,7.46520509299374e-06
"HIST1H2AC",537.148434269916,1.91721297897247,0.369235704521368,5.19238241452763,2.07619996992542e-07,7.48555474005362e-06
"RRAGD",151.770983967259,1.6356214201063,0.315175696263004,5.18955439616583,2.10797919232984e-07,7.56737271694787e-06
"UBE2K",401.442364021319,1.27008101341844,0.244735836648103,5.18959965493181,2.10746692540682e-07,7.56737271694787e-06
"TMEM38B",181.391771305347,2.39567938868012,0.462120280555008,5.18410355373908,2.17056315942517e-07,7.74198512773985e-06
"TIMM21",52.0315507803597,1.17425312191422,0.226656748511406,5.18075517109578,2.2098939137526e-07,7.8297647786897e-06
"TMCO1",516.402297508979,1.7917028505509,0.345954976926474,5.17900585350358,2.23071470976724e-07,7.8390326836694e-06
"CDK6",553.039233508104,1.23411520436363,0.238418226437586,5.17626199474603,2.26375511136285e-07,7.9383934505202e-06
"RPS10",41.8408418218792,2.95012854799213,0.57073148899759,5.16903062975135,2.35311333674138e-07,8.18284109605453e-06
"SLC29A1",456.065899071379,1.18290984408756,0.22911191867754,5.16302185811831,2.42994752543608e-07,8.36273469652661e-06
"CLGN",41.1172540952298,3.52166446678735,0.682393597570097,5.16075250314111,2.45959170521323e-07,8.42992161188001e-06
"C6orf48",369.868043035492,2.52794287507856,0.489824563813242,5.16091487000722,2.45745918333933e-07,8.42992161188001e-06
"CAPZA2",363.380693564554,1.41716587220388,0.274678204763021,5.15936775335537,2.47785175397191e-07,8.47506707718894e-06
"MED20",91.7711690120977,1.2081299163688,0.234242321035237,5.15760734878929,2.50125452294785e-07,8.53758126818492e-06
"ACTL6A",82.6184480148547,1.31132556269114,0.254315497617538,5.15629434688727,2.51884840370295e-07,8.56254242050614e-06
"C1orf43",922.964154233562,1.71959148359352,0.333477814046076,5.1565393893218,2.51555585145847e-07,8.56254242050614e-06
"TARBP1",314.05497062373,1.76362675077375,0.342377105266944,5.15112349407441,2.58930610760346e-07,8.7369643441743e-06
"VPS26A",195.939950852223,1.29496715170673,0.251639216619981,5.14612614480658,2.65920639081522e-07,8.94836380844627e-06
"MCM3",191.864661711765,1.52433830097356,0.29634111992085,5.14386360347391,2.69144975526889e-07,9.03860455111168e-06
"CKAP2",73.3989619862426,2.26941967757548,0.441536430490571,5.13982430635233,2.74995478102026e-07,9.21385320990667e-06
"KLHL12",126.136381506862,1.17765742425631,0.22923315499816,5.1373782482109,2.78597847526324e-07,9.26268332584029e-06
"MCM4",199.75711566303,1.48012202693195,0.288192932029689,5.13587205802628,2.80838676845286e-07,9.31858533906758e-06
"RMI1",68.3043030309424,1.39476079882565,0.271593338092977,5.13547500324979,2.81432286711418e-07,9.31971689811548e-06
"EIF3H",872.495940870909,2.14630247509388,0.41807823021305,5.13373411956929,2.84049298829083e-07,9.3691270704872e-06
"RACGAP1",71.7182942569084,2.14685103221346,0.418372758602712,5.13143121312092,2.87547309371699e-07,9.44709177949584e-06
"FER1L6",90.5908137585205,5.22602566748789,1.01903531950273,5.12840484276646,2.9220753273199e-07,9.52505063153965e-06
"CCT6A",348.541708869395,1.5160590054617,0.295680705409828,5.12735182825126,2.9384607875912e-07,9.543471295964e-06
"RPL32",980.060220419688,2.62295188190423,0.511671001045776,5.12624689799368,2.95574946750889e-07,9.57858343974622e-06
"ATAD2",663.320078088548,2.48473611730007,0.484782423775573,5.12546659168974,2.96801793701343e-07,9.58106100326216e-06
"GSTA4",101.89883613666,2.54340025704715,0.496342389278818,5.12428579945125,2.98667665254805e-07,9.60406814700636e-06
"DLK1",2721.54273973162,5.99506039965182,1.17132498309564,5.11818708400445,3.08486526191367e-07,9.88165397455691e-06
"PTTG1",23.041053989954,2.58699601042275,0.505832632108808,5.11433198692145,3.14853187269326e-07,1.00662371215838e-05
"TAX1BP1",437.929350588368,1.1561667348894,0.226164975896469,5.11205030888007,3.18680924998777e-07,1.01488646438803e-05
"MDK",298.504918460633,2.71097325170959,0.530884142266186,5.10652520178368,3.28136864710113e-07,1.03912086606014e-05
"IPO11",103.400216223243,1.5542950496636,0.304495020744534,5.10450071026817,3.31669028940378e-07,1.0443499083289e-05
"CNOT11",210.623981438801,1.09288082656925,0.214092473818174,5.104713898058,3.31295354548752e-07,1.0443499083289e-05
"BOLA3",48.0740167469537,1.36959482192104,0.268307802854641,5.10456575376987,3.31554977936105e-07,1.0443499083289e-05
