"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TPM3",186.896597661048,1.07698310662653,0.234281934438469,4.5969532785695,4.28713705084111e-06,0.000144582143729091
"COMMD4",145.8622928982,1.11797203301859,0.243279353645486,4.59542503819592,4.31868033695407e-06,0.000145294975577236
"CEP55",7.02399073297246,4.25041812121547,0.925393307619075,4.59309364593449,4.36722964461144e-06,0.000146223645798717
"CDK4",114.012094151862,1.51442077332739,0.329857909151778,4.591130699948,4.40851144461684e-06,0.00014725271959268
"DRAP1",108.767850072202,1.57742894989962,0.34388237430952,4.58711776975175,4.49407194568486e-06,0.000149395791680124
"PLCB1",48.906537260149,1.98000104093545,0.431642584136978,4.58713091270696,4.49378914277186e-06,0.000149395791680124
"ABCC10",43.2236298608943,1.61630045922796,0.352399862137952,4.58655247315402,4.50625183923601e-06,0.000149444865034235
"HIST1H2AB",37.6492213610493,2.32873533090126,0.507858754157146,4.58539960538059,4.53118963993079e-06,0.000149915805101217
"CDKN2A",24.331739347414,2.96906749894484,0.647629989414884,4.58451206317254,4.55047817074518e-06,0.000150085821827961
"NCSTN",1173.183488321,1.09755574949156,0.239698340400239,4.57890424964522,4.67418091745652e-06,0.000153194633731286
"CENPI",18.2437212188652,3.60386953243569,0.787148834785326,4.57838387503749,4.68582178974608e-06,0.000153216496085327
"TPD52L2",94.3208892767703,1.06471841785059,0.232579559717816,4.57786754408853,4.69739964884227e-06,0.000153236200694242
"BCAP31",952.210566508471,1.15150233800813,0.251615720929173,4.57643240158378,4.72972442924533e-06,0.00015393103142453
"ORC6",7.6632049057038,3.3392009981145,0.7323236440838,4.55973397157227,5.12184631292155e-06,0.00016477239221431
"TMEM201",18.5414824824403,1.76957611828241,0.388408494766749,4.55596657159905,5.21452295351579e-06,0.000167368205694224
"LSM2",55.6578716523746,1.71984807593702,0.377830557404591,4.55190307462443,5.3162827933215e-06,0.000170242982477878
"PSMG3",16.8725227467156,1.95301480821084,0.429274581889669,4.54957011340774,5.37556209909855e-06,0.000170964915780442
"PYGO2",30.6267864313505,1.78174672522083,0.393051290888774,4.53311505781325,5.8120135344171e-06,0.000183591251057764
"AGPAT1",71.6693197366071,1.23320369478566,0.272318459584577,4.52853507127983,5.93940241354359e-06,0.000186350419096395
"MKI67",136.809294048935,2.64466443607959,0.584308001505733,4.5261479036132,6.00685473160211e-06,0.00018804418332428
"HIST1H2AE",134.034593585933,1.74096404479769,0.386377472845042,4.50586322224823,6.61036590127866e-06,0.00020464285745821
"HIST1H2AC",412.609110962955,1.31394366667748,0.291695701458101,4.50450130087438,6.65289904266293e-06,0.000205503930162964
"HIST1H4D",103.808255675345,1.80148926347203,0.400222494527991,4.50121941695617,6.75647132746068e-06,0.000207783816462568
"HIST1H2BG",87.9773319037428,1.95713404011781,0.435310525398299,4.4959492728256,6.92602484678889e-06,0.00021206394497997
"ATP6AP1",648.741891536999,1.01347371037276,0.22556148900265,4.49311500315933,7.0188855312082e-06,0.000214436936075993
"GSTA4",136.917063340291,2.31383044464595,0.51528129596681,4.49042195545749,7.10822170532473e-06,0.00021669212106931
"CLIC1",336.12657059771,1.4841148820775,0.330929571678109,4.4846849876598,7.30217321602974e-06,0.000221636831396103
"MEA1",121.92878459992,1.30927434421096,0.292540122776314,4.47553768619999,7.6219252533404e-06,0.000230840174375572
"DYNLL1",229.739412614289,1.06825747379583,0.238776037577878,4.47388894058272,7.68096474134669e-06,0.000231180895914549
"SCD",6983.61974986279,2.32221979469906,0.519317860238649,4.47167327084014,7.76099400854763e-06,0.000232966650483766
"ZNF738",4.55630125198366,4.3636517880508,0.975930701301462,4.47127217355864,7.77556647510635e-06,0.000232966650483766
"OIP5",9.02641721637358,3.771924140107,0.843916736376462,4.46954536806862,7.83860319669561e-06,0.000234173989397432
"ITGA2",291.94317869746,3.08919267293279,0.691210419226894,4.46925073321087,7.84940746583572e-06,0.000234173989397432
"HIST1H2AI",6.16391066636784,4.08807822784804,0.915326025176649,4.46625367945709,7.96012155855176e-06,0.000235964367729299
"NEU1",308.62211453102,1.35946124246181,0.304439676809763,4.46545357263437,7.98992981371835e-06,0.000236346186565965
"AIM1L",8.68458502348086,4.52041511391914,1.01318200461224,4.46160225244936,8.13491131863297e-06,0.000239115014380534
"HIST1H3I",52.4590566918508,2.37933810788873,0.533675852278649,4.45839566795014,8.25753722241673e-06,0.000241155409582114
"CAD",250.728822511974,1.35998224113686,0.305198449598075,4.45605881329954,8.34801389171859e-06,0.000242318024856913
"HIST1H2AJ",4.41097050547804,4.27910730063456,0.963995018331443,4.43893092729999,9.04068225778414e-06,0.000260259805532334
"GINS1",15.441554265258,2.46681902077306,0.556807598320461,4.43028979527921,9.41065389427728e-06,0.00026924497883586
"SNU13",238.455848212942,1.25785356287653,0.284546993344732,4.42054772075075,9.84510403592035e-06,0.000279953854479674
"CDK6",109.218146467389,1.25310382072824,0.28361408425419,4.41834129649619,9.94612734798933e-06,0.000282251687058185
"FLAD1",91.581039649913,1.49517534099336,0.338797145124531,4.413187544552,1.01859685273911e-05,0.000288126821863259
"GAL3ST1",26.340535260115,3.90188323181066,0.88440455355811,4.41187600868032,1.02478797249507e-05,0.000289052316605578
"CENPU",20.5292017093613,2.43339184799006,0.551699292741161,4.41072134767396,1.0302682948529e-05,0.000290012216385809
"PON2",919.587798704262,1.22355894673322,0.277492755376504,4.40933654312194,1.03687785394708e-05,0.000291285484845254
"SP5",19.458363623834,3.24843028987563,0.737602250613955,4.4040406427336,1.06253023686915e-05,0.000296700943343341
"CASC5",61.7627957561486,1.96816155104482,0.446998790962217,4.40305788480574,1.06735672614565e-05,0.000297453784639633
"SRC",40.5619383738285,1.97700311387978,0.449122059102046,4.4019283261938,1.07293003688526e-05,0.000297861312612532
"FAM50A",135.218837815368,1.04900617604951,0.238371828280793,4.40071372366126,1.0789539601306e-05,0.000298895936336179
"HIST1H4H",125.579436793027,1.59364228684014,0.362271287385509,4.399030070369,1.08735760846285e-05,0.000300033338524868
"TOMM20",69.0044906899636,1.33333802276441,0.303074803414169,4.39936942214997,1.08565878320231e-05,0.000300033338524868
"PPIL1",70.7933547715052,1.64959754329468,0.375163371375353,4.39701119340952,1.0975168713018e-05,0.000302239261481572
"MPP7",39.0586454353203,2.22562604164786,0.506404145791409,4.39496015217183,1.10793075505002e-05,0.000304506480354497
"ZNF280C",28.3360645318607,1.71196509577619,0.389775184076287,4.39218597210931,1.12216645778309e-05,0.0003078131254139
"LSM4",127.873136738749,1.73538628184202,0.395161745372354,4.3915847173081,1.12527473764796e-05,0.000308060507589036
"HIST1H2BC",132.334766976708,1.42653671870767,0.324890997770614,4.39081639225617,1.12925867659545e-05,0.000308546176959407
"VDR",22.8966654329379,3.26182252068088,0.742979155454953,4.39019385232087,1.13249655821043e-05,0.000308826502846366
"ESM1",27.2054210728844,3.09017455115665,0.704149296414633,4.3885218190107,1.14123686745913e-05,0.000310603297143556
"KIF14",24.6789787181159,2.61802166321468,0.597986524890831,4.37806130111816,1.1973967500112e-05,0.000324622396575853
"KIF23",32.0553477171928,2.74257410369709,0.627349974735247,4.37168122124258,1.23293452513534e-05,0.000333609144184877
"CDCA2",18.7611090246628,3.54809490421704,0.812080869813024,4.36913986784835,1.24736859811577e-05,0.000336861902647821
"P2RX4",95.326165040031,1.5075073473631,0.345309822329632,4.36566599001645,1.26736016501221e-05,0.000340941861732187
"HIST1H2AL",41.2022060403069,2.92689086984372,0.671256525112355,4.36031645182715,1.29874483819144e-05,0.000348712989054401
"ASPM",117.666971560318,2.33848703657761,0.536433312061798,4.35932479209683,1.30464359535229e-05,0.000349624450639323
"GTF3C6",18.9004044486401,2.55680896107815,0.586801401413215,4.35719641248385,1.31739040115787e-05,0.00035236407626372
"HIST1H4B",88.4559874575168,1.55635548823264,0.357663438164893,4.35145257289372,1.35238577273781e-05,0.000361032699024192
"NUP210",284.245598013158,1.36341663834233,0.313996968776708,4.34213312202989,1.41105988115372e-05,0.000375261296393681
"FAM49B",140.311354876603,1.31949141359448,0.303948792746732,4.34116352846959,1.41730188597447e-05,0.000375490871574488
"TMCO3",59.112199527885,2.25750681129378,0.520133314697282,4.34024652431204,1.42322955705972e-05,0.000376347179463404
"PPP1R11",31.0580857042155,1.60127999526975,0.368980231501707,4.33974467616523,1.42648359182633e-05,0.00037649459185405
"WDR46",146.004275041769,1.0350017840985,0.23939281309746,4.32344551495428,1.5361108811213e-05,0.000401632586558345
"RFWD2",119.896631946154,1.23658737301489,0.286061785398887,4.32279820700474,1.5406263542703e-05,0.000402060283333121
"GMNN",133.147131672344,1.53790773338212,0.355823627307595,4.32210683989421,1.54546314889532e-05,0.000402570083673068
"ZNF706",52.1195923133475,1.68746158479068,0.391304574884516,4.31239932548371,1.61492422546061e-05,0.000417931309829691
"KIF2C",26.0346124403037,3.04963909882836,0.707212491842322,4.31219631158367,1.61640816006327e-05,0.000417931309829691
"CDCA7",32.6870095317395,4.00783444895769,0.931924681586256,4.30059910221054,1.70336973246991e-05,0.000437177356704869
"LRRC1",48.0965593015073,2.96801108671153,0.690666188539679,4.29731632438385,1.72878406312022e-05,0.000442074781855028
"HIST1H2BB",61.705566026103,2.31248087482986,0.538782974367534,4.29204519230482,1.77034904598275e-05,0.000451875930164739
"STRA13",120.235906570388,1.96906093156765,0.459009742181902,4.28980204691893,1.7883244445934e-05,0.00045563112947834
"MCM3",319.255681531199,1.29631885317598,0.302673175582068,4.2828997009168,1.84473340654312e-05,0.00046829396040282
"DAXX",47.3052810560538,1.4187885953527,0.331242318037326,4.28323471396798,1.84195683737732e-05,0.00046829396040282
"DCAF13",248.438098881504,1.27904541325727,0.298795351001661,4.28067374197584,1.86328353538022e-05,0.000472144550289993
"RPS5",475.03793036664,1.30595164265106,0.305458863283523,4.27537648969411,1.90814562657567e-05,0.000482636399243651
"HEATR1",366.718506114286,1.27286378127074,0.298263049031198,4.26758790740315,1.97597914654356e-05,0.000498890069512499
"FANCI",56.1109285072091,2.13973382590604,0.502525229038407,4.25796298824732,2.06298092956647e-05,0.000518045678751925
"SPC24",8.43408873480798,3.31269679860858,0.779178854406024,4.25152297174939,2.12321727145729e-05,0.000531260923729151
"MIEN1",64.233945017809,1.4230852961686,0.334804320143947,4.25049860634044,2.13295163055747e-05,0.000532741872376447
"RTKN2",6.90554851653065,3.37499643952562,0.794902862761377,4.24579731390245,2.17817467199143e-05,0.000543065620899007
"BRMS1",36.786870160965,1.27807477109094,0.301071504340126,4.24508713932314,2.18508488295497e-05,0.000543817382100129
"TOX3",40.7525668090866,1.98699649245992,0.468179397371958,4.24409212283491,2.19480179886871e-05,0.000544742931935047
"KIAA0196",310.096221825523,1.15693819164976,0.272718309627649,4.24224612285609,2.2129381005749e-05,0.000546850296641182
